cycle,investor_percent_share,exotic_price_per_bdft,native_price_per_bdft,length(trees where ((each.type = NATIVE) and (each.state = SEEDLING))),length(trees where ((each.type = NATIVE) and (each.state = SAPLING))),length(trees where ((each.type = NATIVE) and (each.state = POLE))),length(trees where ((each.type = NATIVE) and (each.state = ADULT))),length(trees where ((each.type = EXOTIC) and (each.state = SEEDLING))),length(trees where ((each.type = EXOTIC) and (each.state = SAPLING))),length(trees where ((each.type = EXOTIC) and (each.state = POLE))),length(trees where ((each.type = EXOTIC) and (each.state = ADULT))),management_running_cost,ITP_running_earning,net_running_earning,,partners_earning,independent_earning,investor_total_profit,total_investment_cost,total_investments,inv_harvested_trees
0,1,45.06,49.35,25,50,54885,7400,0,0,35698,26732,45519.51,0,0,,0,0,0,0,0,0
1,1,45.06,49.35,25,289,54680,7394,0,0,35488,26713,142548.12,0,-142548.12,,0,0,0,0,0,0
2,1,45.06,49.35,25,289,54458,7386,0,0,35281,26684,142548.12,0,-142548.12,,0,0,0,0,0,0
3,1,45.06,49.35,24,289,54235,7384,0,0,35035,26662,221580.3376,0,-221580.3376,,0,0,0,0,0,0
4,1,45.06,49.35,24,288,54033,7380,0,0,34796,26635,221580.3376,0,-221580.3376,,0,0,0,0,0,0
5,1,45.06,49.35,9116,286,53793,7417,0,0,34566,26605,460532.6876,395051.8605,-65480.82714,,0,0,0,0,0,0
6,1,45.06,49.35,15975,285,53611,7420,0,0,34316,26563,602649.6574,395051.8605,-207597.7969,,0,0,0,0,0,0
7,1,45.06,49.35,18605,719,53392,7427,0,0,34099,26540,675929.1074,9644816.41,8968887.303,,0,0,0,1139129.6,10,41
8,1,45.06,49.35,18233,853,53110,7516,0,0,33706,26647,1861363.991,9644816.41,7783452.419,,336812.3617,0,0,1139129.6,10,41
9,1,45.06,49.35,18029,851,52861,7569,0,0,33454,26623,1916996.661,9644816.41,7727819.749,,27225.20005,0,0,1139129.6,10,41
10,1,45.06,49.35,17808,851,52654,7573,0,0,32116,27692,1946676.219,9644816.41,7698140.191,,11896.67227,0,0,1139129.6,10,41
11,1,45.06,49.35,17616,849,52466,7573,0,0,31301,28253,2035064.902,9644816.41,7609751.508,,62218.77949,0,0,1139129.6,10,41
12,1,45.06,49.35,17427,847,52287,7570,0,0,31074,28230,2123453.585,9644816.41,7521362.825,,62218.77949,0,0,1139129.6,10,41
13,1,45.06,49.35,17229,849,52013,7634,0,0,30682,28385,2211831.521,9644816.41,7432984.889,,58709.12509,0,0,1139129.6,10,41
14,1,45.06,49.35,17039,849,51839,7630,0,0,30479,28359,2305097.567,9644816.41,7339718.843,,767.7369,0,0,1139129.6,10,41
15,1,45.06,49.35,16828,877,51664,7629,0,0,30290,28327,2333983.778,9644816.41,7310832.632,,58025.27055,0,0,1139129.6,10,41
16,1,45.06,49.35,16617,878,51477,7627,0,0,30130,28297,2409215.117,9644816.41,7235601.294,,61641.96129,0,0,1139129.6,10,41
17,1,45.06,49.35,17578,878,51292,7646,0,0,29644,28558,2507482.827,9644816.41,7137333.583,,62218.77949,0,0,1139129.6,10,41
18,1,45.06,49.35,25230,876,51102,7659,0,0,29470,28531,2593129.592,9644816.41,7051686.818,,59476.86199,0,0,1139129.6,10,41
19,1,45.06,49.35,32196,874,50925,7656,0,0,29304,28497,2678776.358,9644816.41,6966040.052,,59476.86199,0,0,1139129.6,10,41
20,1,45.06,49.35,31773,873,50731,7656,0,0,29139,28472,2800136.294,9644816.41,6844680.116,,83870.1787,0,0,1139129.6,10,41
21,1,45.06,49.35,31376,880,50516,7691,0,0,28982,28445,2822112.689,9644816.41,6822703.721,,11319.85407,0,0,1139129.6,10,41
22,1,45.06,49.35,31018,887,50286,7741,0,0,28798,28416,2864372.774,9644816.41,6780443.636,,3509.6544,0,0,1139129.6,10,41
23,1,45.06,49.35,30646,887,50111,7748,0,0,28619,28383,2952761.457,9644816.41,6692054.953,,49638.25268,0,0,1139129.6,10,41
24,1,45.06,49.35,30284,887,49910,7750,0,0,28446,28357,3041150.14,9644816.41,6603666.27,,49638.25268,0,0,1139129.6,10,41
25,1,45.06,49.35,29925,885,49726,7751,26284,0,28264,28330,3129528.076,9644816.41,6515288.334,,46896.33518,0,0,1139129.6,10,41
26,1,45.06,49.35,29555,884,49475,7829,25447,0,28093,28304,3231948.877,9644816.41,6412867.533,,46896.33518,0,0,1139129.6,10,41
27,1,45.06,49.35,29171,883,49297,7821,24701,0,27924,28280,3305015.116,9644816.41,6339801.294,,71289.6519,0,0,1139129.6,10,41
28,1,45.06,49.35,28858,879,49126,7819,23960,0,27772,28255,3339572.037,9644816.41,6305244.373,,13348.26371,0,0,1139129.6,10,41
29,1,45.06,49.35,33891,879,48957,7819,23290,0,27598,28228,3381832.122,9644816.41,6262984.288,,16090.1812,0,0,1139129.6,10,41
30,1,45.06,49.35,36541,879,48746,7866,22632,0,27442,28209,3467478.888,9644816.41,6177337.522,,59476.86199,0,0,1139129.6,10,41
31,1,45.06,49.35,44063,878,48581,7862,21989,0,26279,29176,3553125.653,9644816.41,6091690.757,,59476.86199,0,0,1139129.6,10,41
32,1,45.06,49.35,43549,878,48380,7873,21367,0,25541,29731,3657711.554,9644816.41,5987104.856,,65835.47022,0,0,1139129.6,10,41
33,1,45.06,49.35,43040,878,48222,7877,20734,0,25403,29699,3712552.166,9644816.41,5932264.245,,49638.25268,0,0,1139129.6,10,41
34,1,45.06,49.35,42514,876,47972,7947,20191,0,25258,29669,3809327.867,9644816.41,5835488.544,,71289.65189,0,0,1139129.6,10,41
35,1,45.06,49.35,41966,874,47785,7985,19611,0,25102,29632,3843884.788,9644816.41,5800931.622,,16090.1812,0,0,1139129.6,10,41
36,1,45.06,49.35,41457,872,47587,7997,19054,0,24944,29601,3886144.873,9644816.41,5758671.537,,16090.1812,0,0,1139129.6,10,41
37,1,45.06,49.35,40962,871,47429,7993,20709,0,24819,29582,3974522.809,9644816.41,5670293.602,,59476.86199,0,0,1139129.6,10,41
38,1,45.06,49.35,40471,899,47261,8009,20145,0,24665,29548,4080343.772,9644816.41,5564472.638,,59476.86199,0,0,1139129.6,10,41
39,1,45.06,49.35,40021,899,47037,8062,2063,17522,24364,29664,4153410.011,9644816.41,5491406.399,,67863.87986,0,0,1139129.6,10,41
40,1,45.06,49.35,39589,899,46903,8053,2009,17018,24227,29633,4234326.867,9644816.41,5410489.543,,49061.43448,0,0,1139129.6,10,41
41,1,45.06,49.35,46409,914,46744,8061,1957,16546,24085,29603,4336996.158,9644816.41,5307820.252,,71289.65189,0,0,1139129.6,10,41
42,1,45.06,49.35,51541,914,46548,8120,1901,16077,23950,29574,4371553.08,9644816.41,5273263.331,,16090.1812,0,0,1139129.6,10,41
43,1,45.06,49.35,54717,912,46263,8268,1865,15640,23819,29549,4418752.678,9644816.41,5226063.732,,16090.1812,0,0,1139129.6,10,41
44,1,45.06,49.35,54142,912,46115,8274,1822,15233,23695,29520,4514951.561,9644816.41,5129864.849,,61641.96129,0,0,1139129.6,10,41
45,1,45.06,49.35,52755,1656,45926,8288,1787,14835,23545,29498,4586566.208,9644816.41,5058250.202,,62218.77949,0,0,1139129.6,10,41
46,1,45.06,49.35,47187,6556,45777,8289,1732,14492,23415,29468,4679148.4,9644816.41,4965668.01,,70605.79736,0,0,1139129.6,10,41
47,1,45.06,49.35,43725,9397,45636,8298,1687,14151,23294,29440,4750763.048,9644816.41,4894053.363,,49638.25268,0,0,1139129.6,10,41
48,1,45.06,49.35,40827,11670,45486,8300,1646,13782,23171,29414,4847538.748,9644816.41,4797277.662,,71289.65189,0,0,1139129.6,10,41
49,1,45.06,49.35,39697,12193,45313,8308,27412,13418,23061,29393,4884826.84,9644816.41,4759989.57,,16090.1812,0,0,1139129.6,10,41
50,1,45.06,49.35,39233,12090,45147,8313,26581,13060,22932,29371,4941349.623,9644816.41,4703466.788,,16090.1812,0,0,1139129.6,10,41
51,1,45.06,49.35,38788,11979,45000,8320,24252,14273,22796,29351,5010222.353,9644816.41,4634594.058,,59476.86199,0,0,1139129.6,10,41
52,1,45.06,49.35,38300,11828,44833,8355,23510,13918,22467,29520,5102973.731,9644816.41,4541842.679,,61641.96129,0,0,1139129.6,10,41
53,1,45.06,49.35,45853,11711,44688,8354,22872,13568,22323,29493,5195555.923,9644816.41,4449260.487,,70605.79736,0,0,1139129.6,10,41
54,1,45.06,49.35,52808,11605,44511,8365,22264,13235,22205,29475,5264428.653,9644816.41,4380387.757,,46896.33518,0,0,1139129.6,10,41
55,1,45.06,49.35,58249,11492,44344,8385,21593,12906,22086,29453,5358462.436,9644816.41,4286353.974,,71289.65189,0,0,1139129.6,10,41
56,1,45.06,49.35,57562,11380,44167,8424,20973,12578,21977,29425,5401406.376,9644816.41,4243410.034,,13348.26371,0,0,1139129.6,10,41
57,1,45.06,49.35,56838,11368,44020,8427,20363,12261,21856,29394,5426892.425,9644816.41,4217923.985,,16090.1812,0,0,1139129.6,10,41
58,1,45.06,49.35,55003,12438,43855,8449,19786,11953,21739,29363,5515281.108,9644816.41,4129535.302,,62218.77949,0,0,1139129.6,10,41
59,1,45.06,49.35,51211,15458,43674,8476,19219,11645,21625,29324,5609545.471,9644816.41,4035270.939,,62218.77949,0,0,1139129.6,10,41
60,1,45.06,49.35,46588,19348,43464,8541,18730,11354,21534,29293,5702127.663,9644816.41,3942688.747,,70605.79736,0,0,1139129.6,10,41
61,1,45.06,49.35,44437,20763,43321,8546,21876,11088,21427,29262,5778671.077,9644816.41,3866145.334,,46896.33518,0,0,1139129.6,10,41
62,1,45.06,49.35,43917,20534,43160,8560,21279,10829,21320,29233,5881091.878,9644816.41,3763724.532,,71289.65189,0,0,1139129.6,10,41
63,1,45.06,49.35,43395,20351,42985,8591,3456,27745,20162,30228,5898874.764,9644816.41,3745941.647,,13348.26371,0,0,1139129.6,10,41
64,1,45.06,49.35,42913,20160,42774,8647,3345,27038,19607,30664,5941134.848,9644816.41,3703681.562,,16090.1812,0,0,1139129.6,10,41
65,1,45.06,49.35,47395,19939,42596,8690,3243,26320,18346,31809,6029523.532,9644816.41,3615292.879,,62218.77949,0,0,1139129.6,10,41
66,1,45.06,49.35,55132,19740,42455,8688,3149,25671,18118,31913,6115170.297,9644816.41,3529646.113,,59476.86199,0,0,1139129.6,10,41
67,1,45.06,49.35,62224,19541,42295,8703,3061,25008,18002,31877,6205010.572,9644816.41,3439805.839,,67863.87986,0,0,1139129.6,10,41
68,1,45.06,49.35,61483,19343,42118,8744,2980,24370,17895,31848,6284435.419,9644816.41,3360380.992,,49061.43448,0,0,1139129.6,10,41
69,1,45.06,49.35,60340,19568,41950,8763,2897,23767,17780,31828,6364437.084,9644816.41,3280379.326,,71289.65189,0,0,1139129.6,10,41
70,1,45.06,49.35,56804,22167,41869,8778,2816,23198,17690,31798,6398994.005,9644816.41,3245822.405,,16090.1812,0,0,1139129.6,10,41
71,1,45.06,49.35,54254,23849,41729,8792,2735,22594,17594,31785,6441254.09,9644816.41,3203562.32,,16090.1812,0,0,1139129.6,10,41
72,1,45.06,49.35,50396,26803,41622,8821,2649,22022,17506,31757,6541394.133,9644816.41,3103422.277,,62218.77949,0,0,1139129.6,10,41
73,1,45.06,49.35,48085,28285,41437,8875,28217,21496,17424,31725,6629772.069,9644816.41,3015044.341,,59476.86199,0,0,1139129.6,10,41
74,1,45.06,49.35,47554,27969,41329,8879,27396,20989,17340,31700,6737878.388,9644816.41,2906938.022,,67863.87986,0,0,1139129.6,10,41
75,1,45.06,49.35,47025,27682,41204,8884,24179,22903,17233,31673,6789977.083,9644816.41,2854839.328,,46896.33518,0,0,1139129.6,10,41
76,1,45.06,49.35,46461,27376,41032,8906,23436,22300,16080,32699,6886175.965,9644816.41,2758640.445,,71289.65189,0,0,1139129.6,10,41
77,1,45.06,49.35,52532,27096,40840,8972,22714,21781,15107,33569,6920732.887,9644816.41,2724083.523,,15513.36301,0,0,1139129.6,10,41
78,1,45.06,49.35,57489,26836,40713,8973,22075,21257,14462,34106,6962992.972,9644816.41,2681823.439,,16090.1812,0,0,1139129.6,10,41
79,1,45.06,49.35,65428,26571,40585,8983,21483,20757,14266,34195,7054515.417,9644816.41,2590300.993,,59476.86199,0,0,1139129.6,10,41
80,1,45.06,49.35,64688,26281,40461,8998,20870,20266,14137,34206,7150714.3,9644816.41,2494102.11,,61641.96129,0,0,1139129.6,10,41
81,1,45.06,49.35,63356,26610,40338,9040,20283,19797,13975,34261,7231461.97,9644816.41,2413354.44,,70605.79736,0,0,1139129.6,10,41
82,1,45.06,49.35,58732,30299,40198,9065,19715,19301,13856,34253,7303076.617,9644816.41,2341739.793,,49638.25268,0,0,1139129.6,10,41
83,1,45.06,49.35,55536,32489,40094,9075,19122,18857,13777,34234,7399852.318,9644816.41,2244964.092,,71289.65189,0,0,1139129.6,10,41
84,1,45.06,49.35,52473,34571,39923,9126,18577,18429,13693,34199,7434409.24,9644816.41,2210407.17,,16090.1812,0,0,1139129.6,10,41
85,1,45.06,49.35,50980,35158,39721,9213,24005,17978,13621,34160,7479400.495,9644816.41,2165415.916,,16090.1812,0,0,1139129.6,10,41
86,1,45.06,49.35,50434,34791,39498,9314,23350,17572,13555,34124,7573434.278,9644816.41,2071382.132,,59476.86199,0,0,1139129.6,10,41
87,1,45.06,49.35,49859,34421,39368,9321,5635,34194,13463,34081,7648182.688,9644816.41,1996633.722,,59476.86199,0,0,1139129.6,10,41
88,1,45.06,49.35,49273,34081,39251,9323,5474,33339,13392,34052,7740188.062,9644816.41,1904628.348,,70028.97916,0,0,1139129.6,10,41
89,1,45.06,49.35,56718,33723,39110,9333,5311,32458,13321,34018,7816742.223,9644816.41,1828074.187,,49638.25268,0,0,1139129.6,10,41
90,1,45.06,49.35,63159,33021,39370,9358,5186,31644,13251,33976,7910776.006,9644816.41,1734040.404,,71289.65189,0,0,1139129.6,10,41
91,1,45.06,49.35,68409,32704,39252,9348,5043,30880,13180,33948,7957084.288,9644816.41,1687732.123,,13348.26371,0,0,1139129.6,10,41
92,1,45.06,49.35,67604,32407,39114,9354,4895,30139,13112,33906,8007731.39,9644816.41,1637085.02,,16090.1812,0,0,1139129.6,10,41
93,1,45.06,49.35,66153,32765,38985,9370,4764,29430,13042,33874,8100994.335,9644816.41,1543822.075,,62218.77949,0,0,1139129.6,10,41
94,1,45.06,49.35,60912,36893,38817,9408,4631,28678,12983,33828,8189383.018,9644816.41,1455433.392,,62218.77949,0,0,1139129.6,10,41
95,1,45.06,49.35,56837,39882,38673,9424,4529,28000,12833,33885,8291844.237,9644816.41,1352972.173,,70605.79736,0,0,1139129.6,10,41
96,1,45.06,49.35,52612,43043,38535,9443,4411,27309,12695,33920,8363458.885,9644816.41,1281357.526,,49638.25268,0,0,1139129.6,10,41
97,1,45.06,49.35,50573,43984,38407,9461,31596,26655,12575,33930,8460223.838,9644816.41,1184592.572,,71289.65189,0,0,1139129.6,10,41
98,1,45.06,49.35,49922,43569,38267,9492,30680,25970,11869,34545,8503167.777,9644816.41,1141648.633,,13348.26371,0,0,1139129.6,10,41
99,1,45.06,49.35,49325,43145,38127,9511,25710,29406,11322,35006,8528653.826,9644816.41,1116162.584,,16090.1812,0,0,1139129.6,10,41
100,1,45.06,49.35,48772,42719,38009,9514,24940,28721,11211,35025,8616465.691,9644816.41,1028350.719,,61641.96129,0,0,1139129.6,10,41
101,1,45.06,49.35,56944,42279,37886,9525,24217,28014,11139,34986,8704854.374,9644816.41,939962.0357,,62218.77949,0,0,1139129.6,10,41
102,1,45.06,49.35,64575,41857,37735,9547,23519,27306,11089,34953,8794694.649,9644816.41,850121.7612,,67863.87986,0,0,1139129.6,10,41
103,1,45.06,49.35,71230,41423,37599,9578,22868,26687,11025,34909,8863567.379,9644816.41,781249.0313,,46896.33518,0,0,1139129.6,10,41
104,1,45.06,49.35,70430,41028,37484,9586,22163,26046,10971,34879,8968153.28,9644816.41,676663.1307,,71289.65189,0,0,1139129.6,10,41
105,1,45.06,49.35,69252,41006,37354,9618,21535,25418,10870,34883,8985936.165,9644816.41,658880.2449,,15513.36301,0,0,1139129.6,10,41
106,1,45.06,49.35,65359,43718,37214,9643,21009,24873,10732,34941,9028196.25,9644816.41,616620.1601,,16090.1812,0,0,1139129.6,10,41
107,1,45.06,49.35,61104,46796,37014,9717,20429,24324,10595,34984,9116584.933,9644816.41,528231.477,,62218.77949,0,0,1139129.6,10,41
108,1,45.06,49.35,56178,50582,36878,9725,19896,23800,10479,35013,9204973.616,9644816.41,439842.7939,,62218.77949,0,0,1139129.6,10,41
109,1,45.06,49.35,53806,51796,36756,9731,25796,23245,10390,35002,9297545.061,9644816.41,347271.3494,,67863.87986,0,0,1139129.6,10,41
110,1,45.06,49.35,53192,51297,36640,9743,25085,22712,10355,34974,9374804.809,9644816.41,270011.6017,,46896.33518,0,0,1139129.6,10,41
111,1,45.06,49.35,52551,50783,36500,9775,6102,40494,10297,34942,9452064.556,9644816.41,192751.8539,,71289.65189,0,0,1139129.6,10,41
112,1,45.06,49.35,51985,50285,36385,9793,5932,39509,10251,34909,9486621.478,9644816.41,158194.9324,,13348.26371,0,0,1139129.6,10,41
113,1,45.06,49.35,57977,49806,36280,9810,5774,38559,10204,34885,9528881.563,9644816.41,115934.8476,,16090.1812,0,0,1139129.6,10,41
114,1,45.06,49.35,66218,49327,36166,9827,5627,37682,10161,34844,9614528.328,9644816.41,30288.08203,,59476.86199,0,0,1139129.6,10,41
115,1,45.06,49.35,73943,48784,36003,9873,5466,36747,10112,34816,9700175.094,9644816.41,-55358.68357,,59476.86199,0,0,1139129.6,10,41
116,1,45.06,49.35,73098,48281,35858,9925,5307,35844,10069,34786,9800567.485,9644816.41,-155751.0753,,70028.97916,0,0,1139129.6,10,41
117,1,45.06,49.35,71720,48324,35753,9927,5190,34990,10020,34755,9855408.097,9644816.41,-210591.6869,,49638.25268,0,0,1139129.6,10,41
118,1,45.06,49.35,67309,51480,35612,9960,5035,34128,9970,34732,9952183.798,9644816.41,-307367.3879,,71289.65189,0,0,1139129.6,10,41
119,1,45.06,49.35,63650,53864,35475,9988,4891,33281,9934,34699,9986740.72,9644816.41,-341924.3093,,16090.1812,0,0,1139129.6,10,41
120,1,45.06,49.35,58849,57375,35329,10022,4739,32487,9629,34926,10029000.8,9644816.41,-384184.3942,,16090.1812,0,0,1139129.6,10,41
121,1,45.06,49.35,56260,58711,35204,10036,32892,31725,9111,35356,10117378.74,9644816.41,-472562.3298,,59476.86199,0,0,1139129.6,10,41
122,1,45.06,49.35,55602,58148,35085,10061,31969,30992,8760,35624,10211412.52,9644816.41,-566596.1132,,59476.86199,0,0,1139129.6,10,41
123,1,45.06,49.35,54973,57540,34953,10076,26628,34617,8659,35650,10284478.76,9644816.41,-639662.352,,67863.87986,0,0,1139129.6,10,41
124,1,45.06,49.35,54317,56954,34810,10125,25855,33856,8595,35648,10355516.59,9644816.41,-710700.1812,,49061.43448,0,0,1139129.6,10,41
125,1,45.06,49.35,61516,56364,34695,10139,25061,33036,8559,35612,10452292.29,9644816.41,-807475.8822,,71289.65189,0,0,1139129.6,10,41
126,1,45.06,49.35,67665,55833,34549,10173,24337,32296,8441,35657,10486849.21,9644816.41,-842032.8036,,16090.1812,0,0,1139129.6,10,41
127,1,45.06,49.35,76126,55299,34444,10179,23645,31524,8365,35649,10528100.45,19431429.71,8903329.266,,16090.1812,0,3454098.813,1139129.6,10,61
128,1,45.06,49.35,75289,54873,34263,10247,22907,30743,8282,35573,13882502.05,24683811.96,10801309.91,,34244.36958,0,3454098.813,1708694.4,15,77
129,1,45.06,49.35,73524,55104,34323,10353,22147,29880,8350,35634,15021575.06,29892485.7,14870910.64,,51036.089,0,3454098.813,2278259.2,20,101
130,1,45.06,49.35,67951,59050,34374,10427,21402,29035,8470,35658,15692575.81,29892485.7,14199909.89,,70605.79736,0,3454098.813,2278259.2,20,101
131,1,45.06,49.35,63952,61700,34266,10419,20784,28352,8418,35632,15765116.34,29892485.7,14127369.35,,49638.25268,0,3454098.813,2278259.2,20,101
132,1,45.06,49.35,59751,64495,34152,10414,20223,27723,8382,35593,15895440.12,29892485.7,13997045.58,,71289.65189,0,3454098.813,2278259.2,20,101
133,1,45.06,49.35,57731,65132,34046,10415,26094,27094,8347,35559,15999824.35,29892485.7,13892661.35,,16090.1812,0,3454098.813,2278259.2,20,101
134,1,45.06,49.35,57027,64482,33949,10421,25333,26412,8310,35515,16104987.07,29892485.7,13787498.63,,16090.1812,0,3454098.813,2278259.2,20,101
135,1,45.06,49.35,56370,63817,33849,10429,6068,44319,8273,35493,16257729.98,29892485.7,13634755.72,,63670.37092,0,3454098.813,2278259.2,20,101
136,1,45.06,49.35,55766,63163,33729,10444,5873,43216,8234,35464,16437799.04,29892485.7,13454686.66,,65835.47022,0,3454098.813,2278259.2,20,101
137,1,45.06,49.35,63675,62565,33613,10453,5689,42158,8195,35435,16559735.8,29892485.7,13332749.9,,74799.30629,0,3454098.813,2278259.2,20,101
138,1,45.06,49.35,71058,62001,33496,10465,5526,41126,8123,35451,16670543.61,29892485.7,13221942.09,,51089.84412,0,3454098.813,2278259.2,20,101
139,1,45.06,49.35,77369,61365,33368,10491,5371,40120,7578,35941,16831673.54,29892485.7,13060812.16,,71289.65189,0,3454098.813,2278259.2,20,101
140,1,45.06,49.35,76503,60750,33251,10496,5235,39146,7044,36417,16933326.61,29892485.7,12959159.09,,13348.26371,0,3454098.813,2278259.2,20,101
141,1,45.06,49.35,74932,60919,33121,10531,5083,38166,6605,36795,17038489.32,29892485.7,12853996.38,,16090.1812,0,3454098.813,2278259.2,20,101
142,1,45.06,49.35,69216,65154,33052,10541,4939,37237,6344,36991,17219135.2,29892485.7,12673350.5,,66412.28842,0,3454098.813,2278259.2,20,101
143,1,45.06,49.35,64732,68182,32982,10546,4785,36303,6273,36986,17328491.43,29892485.7,12563994.27,,66412.28842,0,3454098.813,2278259.2,20,101
144,1,45.06,49.35,59816,71695,32905,10549,4665,35434,6241,36963,17463008.71,29892485.7,12429476.99,,74799.30629,0,3454098.813,2278259.2,20,101
145,1,45.06,49.35,57490,72597,32817,10556,33372,34573,6219,36933,17610095.77,29892485.7,12282389.93,,51089.84412,0,3454098.813,2278259.2,20,101
146,1,45.06,49.35,56803,71827,32744,10565,32447,33725,6195,36894,17775419.21,29892485.7,12117066.49,,71289.65189,0,3454098.813,2278259.2,20,101
147,1,45.06,49.35,56133,71054,32654,10578,27234,37264,6171,36854,17885459.29,29892485.7,12007026.41,,17541.77264,0,3454098.813,2278259.2,20,101
148,1,45.06,49.35,55494,70314,32541,10597,26405,36415,5929,37020,18024170.08,29892485.7,11868315.62,,20283.69014,0,3454098.813,2278259.2,20,101
149,1,45.06,49.35,64120,69605,32406,10637,25590,35561,5548,37347,18141913.33,29892485.7,11750572.37,,70605.79736,0,3454098.813,2278259.2,20,101
150,1,45.06,49.35,72228,68907,32287,10673,24875,34696,5360,37477,18269495.18,29892485.7,11622990.52,,67863.87986,0,3454098.813,2278259.2,20,101
151,1,45.06,49.35,79751,68246,32172,10684,24144,33830,5197,37576,18434818.62,29892485.7,11457667.08,,72057.38879,0,3454098.813,2278259.2,20,101
152,1,45.06,49.35,78880,67572,32045,10711,23445,33018,5150,37573,18581339.61,29892485.7,11311146.09,,53254.94342,0,3454098.813,2278259.2,20,101
153,1,45.06,49.35,77433,67445,31936,10739,22777,32236,5101,37549,18749404.96,29892485.7,11143080.74,,71289.65189,0,3454098.813,2278259.2,20,101
154,1,45.06,49.35,72644,70674,31796,10785,22091,31484,5079,37512,18884606.1,29892485.7,11007879.6,,20283.69014,0,3454098.813,2278259.2,20,101
155,1,45.06,49.35,67918,73850,31716,10782,21437,30732,5047,37470,18952027.23,29892485.7,10940458.46,,20283.69014,0,3454098.813,2278259.2,20,101
156,1,45.06,49.35,62459,77788,31585,10812,20828,30022,5025,37438,19082351.01,29892485.7,10810134.69,,70605.79736,0,3454098.813,2278259.2,20,101
157,1,45.06,49.35,59897,78896,31506,10829,26808,29306,5007,37410,19246212.1,29892485.7,10646273.6,,67863.87986,0,3454098.813,2278259.2,20,101
158,1,45.06,49.35,59256,78107,31375,10878,26074,28635,4990,37379,19411535.54,29892485.7,10480950.16,,72057.38879,0,3454098.813,2278259.2,20,101
159,1,45.06,49.35,58554,77326,31269,10904,6188,47146,4965,37343,19555891.43,29892485.7,10336594.27,,51089.84412,0,3454098.813,2278259.2,20,101
160,1,45.06,49.35,57866,76572,31160,10929,6009,45960,4944,37311,19748541.02,29892485.7,10143944.68,,71289.65189,0,3454098.813,2278259.2,20,101
161,1,45.06,49.35,64772,75764,31068,10938,5813,44836,4922,37270,19812452.5,29892485.7,10080033.2,,19706.87194,0,3454098.813,2278259.2,20,101
162,1,45.06,49.35,73538,75059,30926,11000,5641,43715,4909,37237,19888260.66,29892485.7,10004225.04,,20283.69014,0,3454098.813,2278259.2,20,101
163,1,45.06,49.35,81728,74345,30816,11019,5482,42673,4864,37227,20041003.57,29892485.7,9851482.133,,63670.37092,0,3454098.813,2278259.2,20,101
164,1,45.06,49.35,80751,73649,30707,11044,5318,41617,4790,37246,20195911.57,29892485.7,9696574.125,,65835.47022,0,3454098.813,2278259.2,20,101
165,1,45.06,49.35,79199,73560,30617,11053,5163,40627,4764,37220,20355589.91,29892485.7,9536895.79,,70605.79736,0,3454098.813,2278259.2,20,101
166,1,45.06,49.35,74058,77077,30532,11083,5018,39648,4724,37197,20519461.75,29892485.7,9373023.946,,49638.25268,0,3454098.813,2278259.2,20,101
167,1,45.06,49.35,69886,79651,30426,11123,4885,38699,4662,37194,20641398.51,29892485.7,9251087.191,,71289.65189,0,3454098.813,2278259.2,20,101
168,1,45.06,49.35,64704,83186,30352,11137,4749,37770,4299,37498,20717890.52,29892485.7,9174595.181,,20283.69014,0,3454098.813,2278259.2,20,101
169,1,45.06,49.35,61913,84372,30286,11149,35187,36846,4172,37578,20829977.92,29892485.7,9062507.783,,20283.69014,0,3454098.813,2278259.2,20,101
170,1,45.06,49.35,61193,83448,30190,11181,34169,35989,3970,37718,20982720.83,29892485.7,8909764.874,,63670.37092,0,3454098.813,2278259.2,20,101
171,1,45.06,49.35,60506,82618,30060,11230,28907,39513,3917,37716,21135463.73,29892485.7,8757021.966,,63670.37092,0,3454098.813,2278259.2,20,101
172,1,45.06,49.35,59848,81807,29960,11254,28075,38572,3896,37685,21319726.3,29892485.7,8572759.395,,70028.97916,0,3454098.813,2278259.2,20,101
173,1,45.06,49.35,67757,80970,29845,11273,27254,37666,3857,37673,21412308.5,29892485.7,8480177.203,,49638.25268,0,3454098.813,2278259.2,20,101
174,1,45.06,49.35,74852,80171,29755,11293,26453,36823,3813,37667,21539890.35,29892485.7,8352595.348,,71289.65189,0,3454098.813,2278259.2,20,101
175,1,45.06,49.35,83666,79395,29671,11305,25686,35921,3772,37667,21641543.42,29892485.7,8250942.284,,13348.26371,0,3454098.813,2278259.2,20,101
176,1,45.06,49.35,82720,78670,29552,11332,24952,35064,3716,37667,21746706.13,29892485.7,8145779.565,,16090.1812,0,3454098.813,2278259.2,20,101
177,1,45.06,49.35,81021,78608,29469,11345,24253,34242,3691,37637,21902190.96,29892485.7,7990294.739,,66412.28842,0,3454098.813,2278259.2,20,101
178,1,45.06,49.35,75320,82686,29381,11350,23493,33095,4086,37614,22082836.84,29892485.7,7809648.859,,66412.28842,0,3454098.813,2278259.2,20,101
179,1,45.06,49.35,70634,85666,29277,11379,22850,32015,4392,37587,22204773.6,29892485.7,7687712.105,,74799.30629,0,3454098.813,2278259.2,20,101
180,1,45.06,49.35,65663,88959,29165,11411,22227,31103,4581,37567,22318323.33,29892485.7,7574162.368,,53831.76162,0,3454098.813,2278259.2,20,101
