'NATIVE',cycle,Seedling,Sapling,Pole,Adult,Native
NATIVE,0,25,50,54885,7400,62360
NATIVE,1,25,49,54664,7396,62134
NATIVE,2,24,49,54471,7392,61936
NATIVE,3,24,49,54279,7391,61743
NATIVE,4,23,49,54076,7388,61536
NATIVE,5,9120,48,53859,7425,70452
NATIVE,6,15976,48,53674,7430,77128
NATIVE,7,18624,47,53474,7435,79580
NATIVE,8,18397,47,53271,7439,79154
NATIVE,9,18164,47,53026,7494,78731
NATIVE,10,17942,47,52828,7495,78312
NATIVE,11,17730,46,52615,7497,77888
NATIVE,12,17510,46,52440,7489,77485
NATIVE,13,17315,49,52156,7556,77076
NATIVE,14,17095,49,51967,7551,76662
NATIVE,15,16907,47,51785,7545,76284
NATIVE,16,16722,47,51593,7543,75905
NATIVE,17,17625,47,51371,7560,76603
NATIVE,18,25236,47,51181,7572,84036
NATIVE,19,32218,46,51001,7568,90833
NATIVE,20,31827,44,50825,7568,90264
NATIVE,21,31442,50,50612,7603,89707
NATIVE,22,31036,56,50359,7646,89097
NATIVE,23,30676,56,50182,7653,88567
NATIVE,24,30335,55,50020,7654,88064
NATIVE,25,29973,55,49856,7656,87540
NATIVE,26,29615,54,49606,7729,87004
NATIVE,27,29275,54,49441,7724,86494
NATIVE,28,28934,53,49285,7725,85997
NATIVE,29,33962,52,49085,7730,90829
NATIVE,30,36556,50,48881,7770,93257
NATIVE,31,44034,50,48716,7768,100568
NATIVE,32,43514,50,48530,7777,99871
NATIVE,33,43016,49,48364,7784,99213
NATIVE,34,42510,49,48130,7861,98550
NATIVE,35,42021,48,47946,7899,97914
NATIVE,36,41516,48,47790,7916,97270
NATIVE,37,41026,48,47612,7917,96603
NATIVE,38,40554,48,47436,7939,95977
NATIVE,39,40090,48,47214,7996,95348
NATIVE,40,39598,47,47049,7987,94681
NATIVE,41,46387,46,46879,7998,101310
NATIVE,42,51550,46,46676,8058,106330
NATIVE,43,54618,45,46369,8207,109239
NATIVE,44,53958,45,46211,8210,108424
NATIVE,45,52586,813,46040,8216,107655
NATIVE,46,47048,5757,45896,8219,106920
NATIVE,47,43528,8666,45729,8224,106147
NATIVE,48,40658,10988,45565,8229,105440
NATIVE,49,39551,11518,45396,8236,104701
NATIVE,50,39060,11410,45242,8239,103951
NATIVE,51,38598,11306,45114,8247,103265
NATIVE,52,38142,11190,44935,8280,102547
NATIVE,53,45731,11063,44798,8277,109869
NATIVE,54,52650,10954,44634,8286,116524
NATIVE,55,58053,10827,44454,8304,121638
NATIVE,56,57362,10718,44279,8350,120709
NATIVE,57,56608,10667,44143,8351,119769
NATIVE,58,54737,11719,44001,8369,118826
NATIVE,59,50965,14771,43823,8396,117955
NATIVE,60,46329,18616,43591,8467,117003
NATIVE,61,44210,19979,43451,8466,116106
NATIVE,62,43675,19795,43303,8476,115249
NATIVE,63,43206,19593,43130,8503,114432
NATIVE,64,42688,19380,42949,8560,113577
NATIVE,65,47048,19174,42774,8599,117595
NATIVE,66,54800,18962,42629,8600,124991
NATIVE,67,61904,18780,42487,8622,131793
NATIVE,68,61183,18602,42294,8655,130734
NATIVE,69,60031,18854,42143,8682,129710
NATIVE,70,56485,21484,42016,8694,128679
NATIVE,71,53973,23146,41863,8708,127690
NATIVE,72,50097,26127,41686,8734,126644
NATIVE,73,47811,27556,41483,8794,125644
NATIVE,74,47295,27241,41334,8804,124674
NATIVE,75,46789,26972,41211,8810,123782
NATIVE,76,46267,26695,41068,8831,122861
NATIVE,77,52318,26378,40867,8900,128463
NATIVE,78,57081,26099,40751,8899,132830
NATIVE,79,64967,25839,40586,8899,140291
NATIVE,80,64206,25575,40442,8915,139138
NATIVE,81,62881,25906,40278,8958,138023
NATIVE,82,58229,29602,40121,8987,136939
NATIVE,83,54959,31864,39990,8998,135811
NATIVE,84,51919,33961,39804,9039,134723
NATIVE,85,50461,34438,39591,9126,133616
NATIVE,86,49894,34078,39367,9230,132569
NATIVE,87,49326,33734,39251,9236,131547
NATIVE,88,48791,33392,39120,9237,130540
NATIVE,89,56209,33061,38982,9249,137501
NATIVE,90,62675,32735,38824,9279,143513
NATIVE,91,67799,32372,38716,9273,148160
NATIVE,92,66979,32041,38580,9281,146881
NATIVE,93,65468,32398,38445,9297,145608
NATIVE,94,60282,36522,38266,9341,144411
NATIVE,95,56304,39393,38108,9359,143164
NATIVE,96,52118,42594,37971,9374,142057
NATIVE,97,50204,43445,37827,9393,140869
NATIVE,98,49627,42988,37670,9425,139710
NATIVE,99,49062,42552,37520,9451,138585
NATIVE,100,48485,42125,37403,9459,137472
NATIVE,101,56628,41691,37285,9461,145065
NATIVE,102,64303,41268,37120,9480,152171
NATIVE,103,71054,40847,36980,9511,158392
NATIVE,104,70205,40441,36855,9518,157019
NATIVE,105,68997,40445,36722,9542,155706
NATIVE,106,65148,43090,36598,9566,154402
NATIVE,107,60931,46122,36413,9638,153104
NATIVE,108,55987,49871,36290,9643,151791
NATIVE,109,53651,51056,36181,9650,150538
NATIVE,110,53003,50534,36062,9661,149260
NATIVE,111,52400,50003,35922,9699,148024
NATIVE,112,51778,49470,35791,9712,146751
NATIVE,113,57569,49021,35678,9725,151993
NATIVE,114,65825,48475,35530,9751,159581
NATIVE,115,73579,47972,35393,9784,166728
NATIVE,116,72747,47452,35243,9847,165289
NATIVE,117,71388,47501,35122,9849,163860
NATIVE,118,66894,50611,34999,9869,162373
NATIVE,119,63222,52986,34880,9901,160989
NATIVE,120,58502,56474,34731,9942,159649
NATIVE,121,55957,57778,34637,9951,158323
NATIVE,122,55328,57170,34524,9970,156992
NATIVE,123,54738,56620,34384,9990,155732
NATIVE,124,54059,56049,34248,10037,154393
NATIVE,125,61314,55455,34108,10057,160934
NATIVE,126,67409,54928,33979,10097,166413
NATIVE,127,75744,54408,33865,10097,174114
NATIVE,128,74904,53796,33691,10168,172559
NATIVE,129,73393,53903,33578,10201,171075
NATIVE,130,68030,57874,33475,10201,169580
NATIVE,131,64099,60455,33355,10198,168107
NATIVE,132,59864,63323,33255,10202,166644
NATIVE,133,57874,63958,33157,10200,165189
NATIVE,134,57209,63312,33049,10200,163770
NATIVE,135,56573,62707,32956,10202,162438
NATIVE,136,55935,62061,32837,10220,161053
NATIVE,137,63921,61448,32723,10229,168321
NATIVE,138,71279,60869,32606,10245,174999
NATIVE,139,77456,60304,32484,10263,180507
NATIVE,140,76521,59715,32388,10267,178891
NATIVE,141,74888,59838,32259,10306,177291
NATIVE,142,69136,64103,32160,10317,175716
NATIVE,143,64611,67192,32080,10324,174207
NATIVE,144,59769,70683,31985,10326,172763
NATIVE,145,57352,71627,31897,10330,171206
NATIVE,146,56657,70886,31809,10339,169691
NATIVE,147,56000,70107,31702,10357,168166
NATIVE,148,55362,69425,31592,10379,166758
NATIVE,149,63866,68715,31458,10416,174455
NATIVE,150,71924,68084,31335,10451,181794
NATIVE,151,79488,67420,31238,10455,188601
NATIVE,152,78566,66763,31140,10474,186943
NATIVE,153,77112,66618,31020,10502,185252
NATIVE,154,72386,69770,30875,10558,183589
NATIVE,155,67649,72982,30787,10559,181977
NATIVE,156,62104,77068,30676,10585,180433
NATIVE,157,59480,78178,30576,10600,178834
NATIVE,158,58785,77359,30449,10647,177240
NATIVE,159,58093,76552,30336,10668,175649
NATIVE,160,57415,75804,30227,10696,174142
NATIVE,161,64241,75105,30141,10707,180194
NATIVE,162,72870,74348,29993,10767,187978
NATIVE,163,81135,73583,29888,10784,195390
NATIVE,164,80236,72837,29784,10800,193657
NATIVE,165,78675,72782,29683,10809,191949
NATIVE,166,73410,76363,29566,10849,190188
NATIVE,167,69221,78954,29439,10890,188504
NATIVE,168,64022,82612,29356,10902,186892
NATIVE,169,61297,83736,29274,10915,185222
NATIVE,170,60568,82880,29153,10946,183547
NATIVE,171,59854,82066,29017,11000,181937
NATIVE,172,59163,81269,28918,11021,180371
NATIVE,173,67115,80462,28828,11034,187439
NATIVE,174,74032,79676,28739,11048,193495
NATIVE,175,82786,78899,28657,11061,201403
NATIVE,176,81836,78105,28559,11083,199583
NATIVE,177,80176,78015,28477,11098,197766
NATIVE,178,74416,82168,28388,11095,196067
NATIVE,179,69861,84987,28286,11129,194263
NATIVE,180,65041,88170,28188,11157,192556
NATIVE,181,62766,88869,28109,11168,190912
NATIVE,182,62067,87992,28032,11170,189261
NATIVE,183,61326,87147,27942,11186,187601
NATIVE,184,60586,86311,27844,11203,185944
NATIVE,185,69140,85496,27749,11227,193612
NATIVE,186,77168,84602,27645,11257,200672
NATIVE,187,84249,83769,27514,11287,206819
NATIVE,188,83247,82951,27414,11307,204919
NATIVE,189,81505,82866,27307,11332,203010
NATIVE,190,75479,87181,27208,11352,201220
NATIVE,191,70567,90426,27122,11360,199475
NATIVE,192,65174,94160,27010,11396,197740
NATIVE,193,62542,95153,26906,11429,196030
NATIVE,194,61778,94194,26835,11431,194238
NATIVE,195,61052,93283,26756,11443,192534
NATIVE,196,60341,92380,26677,11467,190865
NATIVE,197,69312,91472,26543,11522,198849
NATIVE,198,77929,90593,26453,11536,206511
NATIVE,199,86076,89739,26377,11537,213729
NATIVE,200,85153,88871,26262,11577,211863
NATIVE,201,83579,88685,26150,11614,210028
NATIVE,202,78265,92207,26052,11648,208172
NATIVE,203,73155,95521,25967,11663,206306
NATIVE,204,67387,99548,25868,11693,204496
NATIVE,205,64586,100563,25749,11746,202644
NATIVE,206,63846,99584,25665,11759,200854
NATIVE,207,63091,98626,25585,11764,199066
NATIVE,208,62359,97724,25490,11782,197355
NATIVE,209,69970,96730,25387,11808,203895
NATIVE,210,78970,95831,25290,11839,211930
NATIVE,211,87632,94910,25203,11858,219603
NATIVE,212,86589,94051,25101,11893,217634
NATIVE,213,84900,93874,25010,11919,215703
NATIVE,214,79124,97775,24902,11957,213758
NATIVE,215,74440,100587,24840,11966,211833
NATIVE,216,68898,104301,24762,11961,209922
NATIVE,217,66019,105387,24678,11985,208069
NATIVE,218,65274,104375,24603,12002,206254
NATIVE,219,64521,103386,24518,12018,204443
NATIVE,220,63753,102391,24452,12023,202619
NATIVE,221,72232,101430,24345,12062,210069
NATIVE,222,79999,100476,24247,12093,216815
NATIVE,223,89090,99566,24166,12104,224926
NATIVE,224,88042,98628,24093,12110,222873
NATIVE,225,86288,98441,23997,12143,220869
NATIVE,226,80137,102663,23918,12156,218874
NATIVE,227,75224,105643,23829,12170,216866
NATIVE,228,69818,109127,23769,12180,214894
NATIVE,229,67303,109746,23688,12205,212942
NATIVE,230,66543,108727,23601,12224,211095
NATIVE,231,65774,107698,23492,12270,209234
NATIVE,232,65009,106640,23425,12281,207355
NATIVE,233,73948,105651,23361,12290,215250
NATIVE,234,82518,104683,23257,12338,222796
NATIVE,235,90462,103670,23158,12392,229682
NATIVE,236,89385,102698,23076,12419,227578
NATIVE,237,87469,102600,22987,12441,225497
NATIVE,238,80989,107139,22903,12464,223495
NATIVE,239,75757,110397,22806,12493,221453
NATIVE,240,70006,114238,22722,12503,219469
NATIVE,241,67162,115197,22648,12510,217517
NATIVE,242,66370,114094,22568,12525,215557
NATIVE,243,65575,112982,22496,12525,213578
NATIVE,244,64799,111879,22416,12559,211653
NATIVE,245,74109,110866,22334,12570,219879
NATIVE,246,83097,109864,22232,12602,227795
NATIVE,247,91716,108814,22137,12644,235311
NATIVE,248,90632,107729,22032,12693,233086
NATIVE,249,88926,107459,21963,12706,231054
NATIVE,250,82977,111322,21876,12731,228906
NATIVE,251,77548,114706,21812,12749,226815
NATIVE,252,71437,118912,21702,12801,224852
NATIVE,253,68509,119915,21625,12827,222876
NATIVE,254,67669,118822,21565,12832,220888
NATIVE,255,66875,117675,21439,12889,218878
NATIVE,256,66162,116620,21329,12931,217042
NATIVE,257,74566,115482,21228,12975,224251
NATIVE,258,83983,114404,21161,12973,232521
NATIVE,259,93057,113311,21112,12965,240445
NATIVE,260,91949,112248,21058,12968,238223
NATIVE,261,90067,111956,20991,12974,235988
NATIVE,262,83932,116011,20910,12986,233839
NATIVE,263,78883,118915,20853,12995,231646
NATIVE,264,72890,122917,20786,13002,229595
NATIVE,265,69911,123917,20717,13017,227562
NATIVE,266,69126,122772,20652,13022,225572
NATIVE,267,68288,121633,20592,13030,223543
NATIVE,268,67516,120536,20514,13040,221606
NATIVE,269,76359,119387,20440,13058,229244
NATIVE,270,84767,118284,20344,13088,236483
NATIVE,271,94250,117146,20276,13102,244774
NATIVE,272,93128,116121,20204,13132,242585
NATIVE,273,91218,115899,20112,13180,240409
NATIVE,274,84824,120247,20019,13224,238314
NATIVE,275,79513,123438,19947,13246,236144
NATIVE,276,73746,127110,19863,13275,233994
NATIVE,277,70941,127797,19787,13310,231835
NATIVE,278,70107,126637,19667,13384,229795
NATIVE,279,69290,125442,19592,13410,227734
NATIVE,280,68478,124339,19516,13445,225778
NATIVE,281,77889,123165,19433,13473,233960
NATIVE,282,86846,121967,19346,13507,241666
NATIVE,283,95380,120873,19262,13549,249064
NATIVE,284,94289,119787,19209,13551,246836
NATIVE,285,92258,119490,19158,13564,244470
NATIVE,286,85518,124077,19085,13579,242259
NATIVE,287,80083,127421,18996,13620,240120
NATIVE,288,74018,131356,18948,13621,237943
NATIVE,289,70999,132185,18866,13652,235702
NATIVE,290,70117,130870,18830,13685,233502
NATIVE,291,69334,129594,18768,13736,231432
NATIVE,292,68539,128396,18722,13739,229396
NATIVE,293,78247,127209,18655,13770,237881
NATIVE,294,87663,126027,18591,13797,246078
NATIVE,295,96771,124798,18541,13850,253960
NATIVE,296,95626,123589,18499,13868,251582
NATIVE,297,93755,123221,18513,13881,249370
NATIVE,298,87343,127305,18549,13920,247117
NATIVE,299,81724,130660,18493,13976,244853
NATIVE,300,75377,134806,18479,14006,242668
NATIVE,301,72279,135516,18667,14000,240462
NATIVE,302,71471,134041,18826,14011,238349
NATIVE,303,70688,132445,19096,14025,236254
NATIVE,304,69845,131119,19196,14029,234189
NATIVE,305,78807,129795,19217,14041,241860
NATIVE,306,88543,128617,19141,14058,250359
NATIVE,307,97927,127410,19078,14083,258498
NATIVE,308,96813,126266,19048,14095,256222
NATIVE,309,94918,125778,19044,14089,253829
NATIVE,310,88376,130008,19058,14097,251539
NATIVE,311,83044,132946,19095,14111,249196
NATIVE,312,76788,136926,19076,14146,246936
NATIVE,313,73685,137780,19089,14149,244703
NATIVE,314,72824,136321,19186,14161,242492
NATIVE,315,71918,134704,19351,14195,240168
NATIVE,316,71028,133266,19437,14254,237985
NATIVE,317,80326,131940,19503,14266,246035
NATIVE,318,89294,130717,19426,14298,253735
NATIVE,319,98974,129482,19370,14332,262158
NATIVE,320,97761,128278,19315,14373,259727
NATIVE,321,95772,127822,19300,14427,257321
NATIVE,322,88923,132338,19299,14429,254989
NATIVE,323,83338,135575,19298,14441,252652
NATIVE,324,77174,139458,19313,14446,250391
NATIVE,325,74156,140180,19395,14471,248202
NATIVE,326,73287,138793,19477,14496,246053
NATIVE,327,72477,137281,19626,14537,243921
NATIVE,328,71605,135863,19710,14568,241746
NATIVE,329,81202,134473,19741,14614,250030
NATIVE,330,90580,133219,19662,14637,258098
NATIVE,331,99572,132017,19611,14657,265857
NATIVE,332,98423,130782,19556,14677,263438
NATIVE,333,96399,130504,19536,14720,261159
NATIVE,334,89359,135166,19590,14733,258848
NATIVE,335,83730,138487,19579,14753,256549
NATIVE,336,77265,142632,19549,14794,254240
NATIVE,337,74226,143284,19620,14856,251986
NATIVE,338,73349,141688,19778,14877,249692
NATIVE,339,72496,140103,19995,14885,247479
NATIVE,340,71619,138595,20055,14951,245220
NATIVE,341,81520,137283,20046,14971,253820
NATIVE,342,91184,135976,19925,15040,262125
NATIVE,343,100696,134684,19886,15079,270345
NATIVE,344,99491,133444,19831,15091,267857
NATIVE,345,97547,132898,19854,15099,265398
NATIVE,346,90963,137068,19904,15114,263049
NATIVE,347,85190,140445,19903,15118,260656
NATIVE,348,78609,144666,19919,15124,258318
NATIVE,349,75488,145374,20026,15141,256029
NATIVE,350,74578,143824,20183,15165,253750
NATIVE,351,73738,142119,20477,15184,251518
NATIVE,352,72818,140580,20608,15211,249217
NATIVE,353,82227,139184,20615,15232,257258
NATIVE,354,92214,137909,20530,15269,265922
NATIVE,355,101946,136590,20458,15296,274290
NATIVE,356,100778,135249,20424,15303,271754
NATIVE,357,98797,134768,20381,15342,269288
NATIVE,358,91846,139225,20379,15371,266821
NATIVE,359,86119,142482,20379,15401,264381
NATIVE,360,79567,146717,20377,15416,262077
NATIVE,361,76298,147601,20429,15458,259786
NATIVE,362,75427,146032,20561,15481,257501
NATIVE,363,74521,144360,20826,15508,255215
NATIVE,364,73674,142763,20939,15544,252920
NATIVE,365,83440,141280,20997,15566,261283
NATIVE,366,92890,139986,20903,15589,269368
NATIVE,367,102915,138726,20833,15617,278091
NATIVE,368,101647,137417,20793,15634,275491
NATIVE,369,99563,137012,20791,15663,273029
NATIVE,370,92487,141558,20778,15680,270503
NATIVE,371,86682,144896,20778,15706,268062
NATIVE,372,80229,148974,20781,15721,265705
NATIVE,373,77082,149620,20875,15739,263316
NATIVE,374,76162,148028,21023,15759,260972
NATIVE,375,75328,146276,21251,15796,258651
NATIVE,376,74464,144642,21392,15824,256322
NATIVE,377,84458,143159,21455,15852,264924
NATIVE,378,94237,141843,21373,15881,273334
NATIVE,379,103709,140567,21289,15918,281483
NATIVE,380,102511,139238,21236,15936,278921
NATIVE,381,100382,138773,21239,15961,276355
NATIVE,382,93134,143583,21249,15983,273949
NATIVE,383,87135,147059,21222,16024,271440
NATIVE,384,80499,151134,21178,16053,268864
NATIVE,385,77267,151883,21281,16090,266521
NATIVE,386,76332,150172,21471,16093,264068
NATIVE,387,75399,148448,21784,16109,261740
NATIVE,388,74516,146872,21888,16109,259385
NATIVE,389,84826,145472,21913,16113,268324
NATIVE,390,94825,144102,21825,16135,276887
NATIVE,391,104690,142762,21804,16146,285402
NATIVE,392,103427,141352,21769,16155,282703
NATIVE,393,101405,140841,21755,16170,280171
NATIVE,394,94451,145157,21800,16179,277587
NATIVE,395,88414,148677,21784,16198,275073
NATIVE,396,81568,152975,21779,16214,272536
NATIVE,397,78300,153668,21910,16223,270101
NATIVE,398,77446,151986,22124,16249,267805
NATIVE,399,76547,150168,22442,16266,265423
NATIVE,400,75655,148455,22573,16289,262972
NATIVE,401,85420,146952,22615,16310,271297
NATIVE,402,95728,145592,22503,16329,280152
NATIVE,403,105762,144173,22437,16350,288722
NATIVE,404,104538,142809,22381,16368,286096
NATIVE,405,102482,142249,22352,16386,283469
NATIVE,406,95170,146952,22375,16400,280897
NATIVE,407,89223,150306,22373,16415,278317
NATIVE,408,82337,154621,22348,16438,275744
NATIVE,409,79041,155316,22452,16442,273251
NATIVE,410,78086,153602,22580,16480,270748
NATIVE,411,77169,151773,22893,16500,268335
NATIVE,412,76315,150099,23058,16524,265996
NATIVE,413,86335,148594,23131,16548,274608
NATIVE,414,96143,147263,23027,16569,283002
NATIVE,415,106405,145869,22940,16621,291835
NATIVE,416,105200,144473,22839,16666,289178
NATIVE,417,103135,143939,22834,16671,286579
NATIVE,418,95861,148529,22832,16704,283926
NATIVE,419,89800,151949,22819,16736,281304
NATIVE,420,83063,156124,22806,16788,278781
NATIVE,421,79822,156805,22877,16836,276340
NATIVE,422,78856,155020,23068,16835,273779
NATIVE,423,77913,153117,23369,16883,271282
NATIVE,424,76996,151457,23527,16895,268875
NATIVE,425,87222,149900,23513,16980,277615
NATIVE,426,97340,148582,23395,17004,286321
NATIVE,427,107206,147170,23242,17111,294729
NATIVE,428,105914,145818,23152,17142,292026
NATIVE,429,103780,145378,23138,17158,289454
NATIVE,430,96287,150236,23179,17171,286873
NATIVE,431,90074,153802,23193,17171,284240
NATIVE,432,83042,158305,23178,17191,281716
NATIVE,433,79690,159008,23296,17197,279191
NATIVE,434,78751,157298,23474,17215,276738
NATIVE,435,77840,155449,23768,17228,274285
NATIVE,436,76954,153771,23849,17259,271833
NATIVE,437,87460,152213,23874,17286,280833
NATIVE,438,97782,150772,23802,17292,289648
NATIVE,439,107902,149369,23743,17293,298307
NATIVE,440,106676,147884,23663,17322,295545
NATIVE,441,104530,147304,23673,17333,292840
NATIVE,442,97162,151925,23704,17350,290141
NATIVE,443,90960,155530,23716,17349,287555
NATIVE,444,83941,159962,23693,17377,284973
NATIVE,445,80588,160580,23814,17395,282377
NATIVE,446,79637,158787,24018,17423,279865
NATIVE,447,78746,156901,24347,17441,277435
NATIVE,448,77895,155159,24520,17457,275031
NATIVE,449,87964,153603,24544,17487,283598
NATIVE,450,98435,152220,24444,17513,292612
NATIVE,451,108733,150714,24364,17523,301334
NATIVE,452,107448,149302,24326,17546,298622
NATIVE,453,105231,148751,24293,17566,295841
NATIVE,454,97745,153526,24300,17574,293145
NATIVE,455,91750,156896,24264,17597,290507
NATIVE,456,84721,161318,24265,17592,287896
NATIVE,457,81242,162080,24330,17623,285275
NATIVE,458,80283,160282,24517,17639,282721
NATIVE,459,79330,158409,24820,17677,280236
NATIVE,460,78374,156641,25007,17680,277702
NATIVE,461,88738,155061,25037,17710,286546
NATIVE,462,98918,153613,24918,17747,295196
NATIVE,463,109463,152115,24840,17778,304196
NATIVE,464,108207,150633,24795,17794,301429
NATIVE,465,106005,150046,24767,17827,298645
NATIVE,466,98411,154895,24788,17835,295929
NATIVE,467,92195,158404,24748,17881,293228
NATIVE,468,85253,162716,24731,17891,290591
NATIVE,469,81874,163427,24858,17893,288052
NATIVE,470,80899,161669,25008,17918,285494
NATIVE,471,79969,159674,25321,17950,282914
NATIVE,472,79031,157976,25468,17957,280432
NATIVE,473,89535,156364,25534,17962,289395
NATIVE,474,99849,154945,25430,17978,298202
NATIVE,475,109962,153555,25351,17989,306857
NATIVE,476,108651,152097,25313,17989,304050
NATIVE,477,106376,151579,25315,18006,301276
NATIVE,478,98715,156476,25315,18025,298531
NATIVE,479,92359,160133,25327,18030,295849
NATIVE,480,85307,164548,25325,18045,293225
NATIVE,481,81855,165282,25449,18032,290618
NATIVE,482,80893,163465,25615,18052,288025
NATIVE,483,79877,161560,25916,18066,285419
NATIVE,484,79000,159771,26074,18072,282917
NATIVE,485,89597,158104,26115,18085,291901
NATIVE,486,100085,156635,26031,18089,300840
NATIVE,487,110407,155164,25937,18132,309640
NATIVE,488,109070,153705,25851,18153,306779
NATIVE,489,106845,153153,25845,18172,304015
NATIVE,490,99296,158025,25884,18174,301379
NATIVE,491,92934,161631,25845,18217,298627
NATIVE,492,85722,166185,25821,18252,295980
NATIVE,493,82241,166854,25952,18263,293310
NATIVE,494,81289,165072,26167,18270,290798
NATIVE,495,80393,162999,26530,18297,288219
NATIVE,496,79444,161282,26688,18288,285702
NATIVE,497,89740,159639,26714,18316,294409
NATIVE,498,100383,158180,26601,18328,303492
NATIVE,499,110824,156636,26515,18378,312353
NATIVE,500,109555,155150,26427,18389,309521
NATIVE,501,107349,154571,26397,18428,306745
NATIVE,502,99808,159317,26418,18422,303965
NATIVE,503,93486,162939,26374,18456,301255
NATIVE,504,86394,167348,26338,18489,298569
NATIVE,505,82826,168140,26394,18532,295892
NATIVE,506,81939,166217,26608,18570,293334
NATIVE,507,81059,164233,27003,18574,290869
NATIVE,508,80184,162423,27178,18601,288386
NATIVE,509,90727,160737,27197,18638,297299
NATIVE,510,101093,159171,27056,18669,305989
NATIVE,511,111651,157641,26983,18688,314963
NATIVE,512,110322,156166,26870,18736,312094
NATIVE,513,108106,155630,26829,18759,309324
NATIVE,514,100369,160506,26814,18788,306477
NATIVE,515,93975,164113,26833,18783,303704
NATIVE,516,86883,168485,26799,18794,300961
NATIVE,517,83359,169116,26918,18793,298186
NATIVE,518,82343,167307,27106,18801,295557
NATIVE,519,81342,165299,27437,18807,292885
NATIVE,520,80360,163531,27626,18826,290343
NATIVE,521,90960,161872,27648,18841,299321
NATIVE,522,101505,160339,27550,18841,308235
NATIVE,523,111818,158792,27504,18853,316967
NATIVE,524,110528,157303,27444,18870,314145
NATIVE,525,108254,156704,27453,18871,311282
NATIVE,526,100411,161678,27473,18880,308442
NATIVE,527,94026,165322,27456,18883,305687
NATIVE,528,86784,169820,27463,18892,302959
NATIVE,529,83232,170471,27589,18900,300192
NATIVE,530,82354,168541,27787,18922,297604
NATIVE,531,81370,166565,28082,18936,294953
NATIVE,532,80386,164784,28236,18947,292353
NATIVE,533,91114,163134,28245,18964,301457
NATIVE,534,101660,161725,28132,18970,310487
NATIVE,535,112115,160189,28054,18989,319347
NATIVE,536,110874,158640,27953,19008,316475
NATIVE,537,108671,158064,27953,19013,313701
NATIVE,538,100966,162855,27971,19031,310823
NATIVE,539,94534,166553,27924,19058,308069
NATIVE,540,87183,171196,27880,19072,305331
NATIVE,541,83630,171898,28021,19090,302639
NATIVE,542,82634,169926,28247,19106,299913
NATIVE,543,81703,167903,28591,19131,297328
NATIVE,544,80771,166000,28736,19149,294656
NATIVE,545,91226,164256,28775,19179,303436
NATIVE,546,102019,162690,28618,19203,312530
NATIVE,547,112615,161203,28510,19233,321561
NATIVE,548,111345,159732,28423,19267,318767
NATIVE,549,109128,159127,28444,19271,315970
NATIVE,550,101441,163965,28474,19275,313155
NATIVE,551,95028,167530,28453,19307,310318
NATIVE,552,87722,172064,28355,19342,307483
NATIVE,553,84185,172672,28490,19353,304700
NATIVE,554,83240,170674,28714,19352,301980
NATIVE,555,82257,168548,29038,19380,299223
NATIVE,556,81315,166714,29208,19381,296618
NATIVE,557,91962,164988,29256,19416,305622
NATIVE,558,102388,163436,29127,19418,314369
NATIVE,559,113137,161918,29062,19412,323529
NATIVE,560,111828,160369,29026,19419,320642
NATIVE,561,109543,159773,28987,19437,317740
NATIVE,562,101803,164718,29024,19437,314982
NATIVE,563,95230,168465,28994,19447,312136
NATIVE,564,88013,172820,28955,19464,309252
NATIVE,565,84505,173454,29089,19477,306525
NATIVE,566,83526,171575,29222,19493,303816
NATIVE,567,82552,169569,29573,19486,301180
NATIVE,568,81537,167746,29717,19508,298508
NATIVE,569,92267,166036,29777,19522,307602
NATIVE,570,102994,164549,29630,19537,316710
NATIVE,571,113436,162963,29571,19538,325508
NATIVE,572,112051,161439,29510,19532,322532
NATIVE,573,109728,160864,29482,19543,319617
NATIVE,574,101997,165734,29464,19573,316768
NATIVE,575,95494,169486,29458,19579,314017
NATIVE,576,88075,174090,29418,19598,311181
NATIVE,577,84610,174616,29567,19616,308409
NATIVE,578,83622,172658,29756,19632,305668
NATIVE,579,82648,170619,30098,19628,302993
NATIVE,580,81703,168741,30254,19638,300336
NATIVE,581,92538,167062,30308,19650,309558
NATIVE,582,103237,165592,30160,19675,318664
NATIVE,583,113909,164071,30080,19680,327740
NATIVE,584,112644,162560,29996,19679,324879
NATIVE,585,110352,161935,29952,19719,321958
NATIVE,586,102665,166808,29965,19731,319169
NATIVE,587,96059,170560,29953,19740,316312
NATIVE,588,88721,175160,29943,19731,313555
NATIVE,589,85166,175771,30092,19740,310769
NATIVE,590,84212,173825,30297,19765,308099
NATIVE,591,83200,171603,30658,19778,305239
NATIVE,592,82207,169719,30835,19777,302538
NATIVE,593,92735,167999,30885,19791,311410
NATIVE,594,103567,166473,30753,19815,320608
NATIVE,595,114208,164921,30656,19853,329638
NATIVE,596,112864,163414,30574,19846,326698
NATIVE,597,110618,162714,30525,19870,323727
NATIVE,598,102633,167841,30522,19890,320886
NATIVE,599,96112,171517,30510,19911,318050
NATIVE,600,88753,176147,30488,19907,315295
NATIVE,601,85138,176879,30620,19897,312534
NATIVE,602,84138,174871,30820,19905,309734
NATIVE,603,83186,172758,31200,19908,307052
NATIVE,604,82250,170868,31389,19904,304411
NATIVE,605,92992,169115,31452,19907,313466
NATIVE,606,103555,167534,31307,19918,322314
NATIVE,607,114412,165944,31218,19931,331505
NATIVE,608,113071,164317,31144,19932,328464
