cycle,investor_percent_share,exotic_price_per_bdft,native_price_per_bdft,length(trees where ((each.type = NATIVE) and (each.state = SEEDLING))),length(trees where ((each.type = NATIVE) and (each.state = SAPLING))),length(trees where ((each.type = NATIVE) and (each.state = POLE))),length(trees where ((each.type = NATIVE) and (each.state = ADULT))),length(trees where ((each.type = EXOTIC) and (each.state = SEEDLING))),length(trees where ((each.type = EXOTIC) and (each.state = SAPLING))),length(trees where ((each.type = EXOTIC) and (each.state = POLE))),length(trees where ((each.type = EXOTIC) and (each.state = ADULT))),management_running_cost,ITP_running_earning,net_running_earning,partners_earning,independent_earning,investor_total_profit,total_investment_cost,total_investments
195,0.5,45.06,49.35,65445,114424,37603,11416,27239,39061,2929,36012,9287219.15150738,4979232.484412044,-4307986.667095335,12880.858255834946,0.0,0.0,0.0,0
196,0.5,45.06,49.35,64702,113444,37626,11441,26446,38122,2855,36028,9323725.474766985,5010395.63925188,-4313329.835515104,16557.703357220445,0.0,0.0,0.0,0
197,0.5,45.06,49.35,74372,112396,37613,11497,25665,37179,2750,36061,9354780.276448049,5046153.2104330035,-4308627.066015045,9483.124217346707,0.0,0.0,0.0,0
198,0.5,45.06,49.35,83611,111501,37626,11509,24916,36319,2716,36025,9398253.711864352,5077777.100426564,-4320476.611437788,20103.88663287835,0.0,0.0,0.0,0
199,0.5,45.06,49.35,92347,110585,37588,11519,24216,35402,2686,35988,9424340.70758507,5107542.069736109,-4316798.637848961,16010.74404646566,0.0,0.0,0.0,0
200,0.5,45.06,49.35,91252,109854,37466,11551,23537,34590,2660,35956,9464236.435938794,5131084.803381927,-4333151.632556867,15250.037565452776,0.0,0.0,0.0,0
201,0.5,45.06,49.35,89524,109648,37443,11596,22906,33762,2599,35957,9505288.981695078,5155591.893317033,-4349697.088378046,17055.177524934283,0.0,0.0,0.0,0
202,0.5,45.06,49.35,83798,113466,37381,11622,22252,32612,2928,35928,9543081.551014248,5176415.2378526535,-4366666.313161595,10385.826727657775,0.0,0.0,0.0,0
203,0.5,45.06,49.35,78428,116855,37366,11628,21605,31620,3150,35905,9565421.006466668,5216099.96730312,-4349321.0391635485,9909.5374282601,0.0,0.0,0.0,0
204,0.5,45.06,49.35,72138,121225,37398,11659,20984,30662,3329,35867,9631513.974146366,5243323.6802462125,-4388190.293900154,33032.84119239095,0.0,0.0,0.0,0
205,0.5,45.06,49.35,69215,122259,37337,11702,26754,29900,3331,35830,9784342.281060617,5277330.254631899,-4507012.026428718,6196.538649625822,0.0,0.0,0.0,0
206,0.5,45.06,49.35,68409,121462,37194,11720,26008,29190,3301,35790,9817386.573163746,5300676.832305238,-4516709.740858508,10732.24726062902,0.0,0.0,0.0,0
207,0.5,45.06,49.35,67596,120397,37156,11723,5937,47856,3266,35753,9848107.775081947,5320841.325727775,-4527266.449354173,16640.09952510094,0.0,0.0,0.0,0
208,0.5,45.06,49.35,66802,119300,37206,11744,5762,46701,3127,35823,9879386.660883814,5340850.419820963,-4538536.241062851,10455.794343760788,0.0,0.0,0.0,0
209,0.5,45.06,49.35,75009,118322,37196,11775,5604,45500,2862,36017,9922463.162618631,5367357.025571204,-4555106.137047428,19431.094335005946,0.0,0.0,0.0,0
210,0.5,45.06,49.35,84733,117337,37178,11799,5457,44391,2790,36020,9951248.45570574,5389053.443462957,-4562195.012242783,6588.748630068586,0.0,0.0,0.0,0
211,0.5,45.06,49.35,94058,116341,37251,11815,5300,43259,2685,36061,9971761.55596221,5433632.839209993,-4538128.716752217,10616.793910853083,0.0,0.0,0.0,0
212,0.5,45.06,49.35,92965,115425,37159,11861,5160,42194,2610,36063,10023779.84935078,5447686.4635523595,-4576093.385798421,19813.384489818156,0.0,0.0,0.0,0
213,0.5,45.06,49.35,91154,115262,37188,11889,5023,41137,2566,36047,10054484.428324576,5507763.118781995,-4546721.309542581,8866.351021109675,0.0,0.0,0.0,0
214,0.5,45.06,49.35,84996,119451,37157,11926,4894,40116,2588,36011,10104803.086970337,5530839.184579436,-4573963.902390901,8513.176848484849,0.0,0.0,0.0,0
215,0.5,45.06,49.35,80055,122376,37201,11926,4762,39104,2597,35971,10142174.507530177,5581473.950175756,-4560700.557354421,26808.03824860735,0.0,0.0,0.0,0
216,0.5,45.06,49.35,74036,126474,37157,11925,4642,38096,2600,35932,10187871.562169516,5611188.800875376,-4576682.7612941405,15348.780582123281,0.0,0.0,0.0,0
217,0.5,45.06,49.35,70965,127679,37125,11951,33739,37203,2580,35890,10365397.091333894,5645586.615213567,-4719810.476120327,22980.20923652433,0.0,0.0,0.0,0
218,0.5,45.06,49.35,70171,126668,37064,11966,32766,36314,2557,35843,10396492.98534117,5668973.687245174,-4727519.2980959965,15236.796683801964,0.0,0.0,0.0,0
219,0.5,45.06,49.35,69331,125722,37011,11979,27572,39727,2534,35798,10442354.89745132,5694652.674307385,-4747702.223143935,25759.750027098184,0.0,0.0,0.0,0
220,0.5,45.06,49.35,68534,124500,37121,11982,26727,38810,2509,35747,10483301.263433585,5721049.008419811,-4762252.255013774,20940.502489806542,0.0,0.0,0.0,0
221,0.5,45.06,49.35,77630,123436,37153,12020,26020,37925,2480,35702,10524940.647128649,5742309.798377348,-4782630.848751301,14005.349553573467,0.0,0.0,0.0,0
222,0.5,45.06,49.35,86011,122476,37093,12064,25253,37027,2441,35674,10550973.991891867,5784902.778010322,-4766071.213881545,11050.884152319484,0.0,0.0,0.0,0
223,0.5,45.06,49.35,95853,121538,37051,12082,24540,36177,2417,35621,10592634.284747342,5799817.321425228,-4792816.963322113,22013.585222987633,0.0,0.0,0.0,0
224,0.5,45.06,49.35,94750,120664,37000,12090,23808,35319,2400,35582,10629486.984222852,5841686.615949389,-4787800.368273463,23197.608743368663,0.0,0.0,0.0,0
225,0.5,45.06,49.35,92812,120489,36922,12127,23098,34476,2371,35539,10678290.351729576,5865693.677709849,-4812596.674019727,13794.504932735392,0.0,0.0,0.0,0
226,0.5,45.06,49.35,86209,124977,36926,12146,22436,33326,2704,35500,10716572.517963719,5910108.752341275,-4806463.7656224435,18930.27992373301,0.0,0.0,0.0,0
227,0.5,45.06,49.35,80949,128185,36899,12181,21766,32309,2928,35444,10767195.033289483,5935879.267250008,-4831315.766039475,20047.756223415206,0.0,0.0,0.0,0
228,0.5,45.06,49.35,75127,132166,36869,12183,21106,31383,3079,35404,10816828.395222623,5978243.860034751,-4838584.535187872,28755.44913087962,0.0,0.0,0.0,0
229,0.5,45.06,49.35,72379,132846,36865,12209,27147,30634,3083,35364,10988126.14280371,6003557.321873958,-4984568.820929752,11573.45212843948,0.0,0.0,0.0,0
230,0.5,45.06,49.35,71587,131803,36830,12225,26343,29892,3029,35330,11014962.5080744,6046982.2626320375,-4967980.245442362,19671.711117116472,0.0,0.0,0.0,0
231,0.5,45.06,49.35,70751,130769,36749,12260,6195,48618,2956,35328,11063411.715028178,6072091.543627675,-4991320.171400503,19258.1431304049,0.0,0.0,0.0,0
232,0.5,45.06,49.35,69911,129626,36789,12270,5975,47407,2912,35300,11095979.62763517,6108201.000148743,-4987778.627486426,17427.9266390021,0.0,0.0,0.0,0
233,0.5,45.06,49.35,79478,128586,36772,12280,5779,46169,2851,35280,11132312.096643128,6130303.342403241,-5002008.754239886,12787.30217983443,0.0,0.0,0.0,0
234,0.5,45.06,49.35,88745,127658,36645,12332,5600,45059,2790,35280,11167953.133838207,6173395.861909105,-4994557.271929101,16316.504784204824,0.0,0.0,0.0,0
235,0.5,45.06,49.35,97293,126621,36698,12360,5433,43966,2743,35253,11213924.040461732,6199709.130849889,-5014214.9096118435,18579.1608538582,0.0,0.0,0.0,0
236,0.5,45.06,49.35,96163,125509,36689,12386,5300,42894,2710,35206,11235979.279565655,6225821.05837406,-5010158.221191594,13946.103936399562,0.0,0.0,0.0,0
237,0.5,45.06,49.35,94205,125493,36640,12408,5152,41840,2661,35176,11279361.587637918,6274119.883061115,-5005241.704576803,13017.364628686864,0.0,0.0,0.0,0
238,0.5,45.06,49.35,87299,130309,36596,12428,5026,40717,2695,35166,11323956.281469733,6294430.799495139,-5029525.481974593,15231.863204067924,0.0,0.0,0.0,0
239,0.5,45.06,49.35,81622,133942,36548,12460,4879,39659,2699,35148,11354089.81359369,6366733.22949035,-4987356.584103339,16535.788006464645,0.0,0.0,0.0,0
240,0.5,45.06,49.35,75499,138086,36441,12483,4751,38701,2704,35088,11403714.893714182,6370858.969513228,-5032855.924200954,21721.932485433623,0.0,0.0,0.0,0
241,0.5,45.06,49.35,72470,138997,36514,12493,33252,37736,2669,35072,11568559.469870595,6426837.804737443,-5141721.665133152,18725.247010909094,0.0,0.0,0.0,0
242,0.5,45.06,49.35,71635,137846,36546,12514,32253,36825,2631,35041,11618472.29423153,6443177.42667404,-5175294.86755749,19108.122855567897,0.0,0.0,0.0,0
243,0.5,45.06,49.35,70846,136674,36561,12523,27004,40285,2575,35039,11636303.206454007,6491296.561588646,-5145006.644865361,13766.862907630144,0.0,0.0,0.0,0
244,0.5,45.06,49.35,70018,135528,36585,12553,26200,39298,2550,34982,11683502.977743087,6539688.523400928,-5143814.454342159,21864.243750002133,0.0,0.0,0.0,0
245,0.5,45.06,49.35,80177,134404,36543,12561,25434,38371,2511,34948,11727687.619726036,6577015.920173854,-5150671.699552182,25632.71169835413,0.0,0.0,0.0,0
246,0.5,45.06,49.35,89932,133383,36511,12600,24636,37403,2489,34902,11774726.813096212,6611605.185254904,-5163121.627841308,10486.665777777778,0.0,0.0,0.0,0
247,0.5,45.06,49.35,99282,132222,36494,12641,23910,36534,2424,34897,11804049.32893454,6647123.795942216,-5156925.532992323,12950.47004258546,0.0,0.0,0.0,0
248,0.5,45.06,49.35,98148,131215,36381,12688,23163,35678,2372,34876,11846098.217872867,6681978.130230243,-5164120.087642624,20759.089919623664,0.0,0.0,0.0,0
249,0.5,45.06,49.35,96248,131072,36318,12702,22520,34868,2233,34940,11891757.388252001,6721670.054814586,-5170087.333437415,11038.389975727725,0.0,0.0,0.0,0
250,0.5,45.06,49.35,89977,135222,36245,12734,21867,33695,2547,34962,11930560.76025049,6760253.258455243,-5170307.501795247,16480.937937824212,0.0,0.0,0.0,0
251,0.5,45.06,49.35,84180,138825,36212,12743,21226,32590,2755,34958,11975595.247106612,6786439.964781072,-5189155.28232554,14587.405733701711,0.0,0.0,0.0,0
252,0.5,45.06,49.35,77606,143200,36177,12794,20622,31644,2873,34984,12006177.931059087,6829621.505393655,-5176556.425665432,13211.651978387952,0.0,0.0,0.0,0
253,0.5,45.06,49.35,74491,144354,36157,12815,26536,30864,2842,34977,12187653.681126796,6876002.084953761,-5311651.596173035,23311.80580937185,0.0,0.0,0.0,0
254,0.5,45.06,49.35,73668,143194,36118,12832,25775,30174,2810,34937,12221863.772299781,6900198.968093455,-5321664.804206327,17731.308599700264,0.0,0.0,0.0,0
255,0.5,45.06,49.35,72805,142046,36103,12886,6122,48413,2773,34897,12250332.395355422,6943539.207355052,-5306793.18800037,9806.686885108478,0.0,0.0,0.0,0
256,0.5,45.06,49.35,71937,140836,36133,12935,5956,47194,2734,34851,12292213.305032436,6963472.178357333,-5328741.126675103,15968.420797889565,0.0,0.0,0.0,0
257,0.5,45.06,49.35,81161,139618,36137,12983,5773,45999,2697,34817,12327679.81747197,6998950.201226565,-5328729.616245405,10269.806426751195,0.0,0.0,0.0,0
258,0.5,45.06,49.35,91364,138611,36069,12989,5603,44870,2664,34777,12349625.201589853,7032972.231082524,-5316652.970507328,8621.174222762931,0.0,0.0,0.0,0
259,0.5,45.06,49.35,101216,137470,36092,12987,5450,43754,2626,34733,12382887.258230856,7080938.3671532795,-5301948.891077576,21505.396829179525,0.0,0.0,0.0,0
260,0.5,45.06,49.35,100019,136325,36099,12990,5312,42703,2577,34693,12425291.840715393,7115212.573299534,-5310079.26741586,19666.372833736008,0.0,0.0,0.0,0
261,0.5,45.06,49.35,98015,136012,36136,12995,5144,41660,2540,34660,12462296.322040245,7148709.005220842,-5313587.316819403,14807.143016144057,0.0,0.0,0.0,0
262,0.5,45.06,49.35,91267,140529,36084,13008,5019,40568,2588,34612,12500052.259023085,7165103.331469053,-5334948.927554032,14651.632336752431,0.0,0.0,0.0,0
263,0.5,45.06,49.35,85746,143762,36081,13014,4867,39474,2622,34572,12538798.92689637,7214055.565485112,-5324743.361411257,7284.392554382715,0.0,0.0,0.0,0
264,0.5,45.06,49.35,79340,148108,36061,13022,4711,38504,2647,34532,12593036.775969835,7248053.930675382,-5344982.845294453,14740.153750726806,0.0,0.0,0.0,0
265,0.5,45.06,49.35,76116,149216,36013,13038,32636,37552,2627,34489,12748600.091684815,7300988.563916985,-5447611.52776783,14458.018990476037,0.0,0.0,0.0,0
266,0.5,45.06,49.35,75321,148039,36048,13054,31645,36659,2583,34444,12789446.053357495,7320807.760190846,-5468638.293166649,22418.458553510613,0.0,0.0,0.0,0
267,0.5,45.06,49.35,74442,146834,36013,13058,26407,40097,2553,34421,12804878.669535507,7373048.7316324115,-5431829.937903095,4099.58136499998,0.0,0.0,0.0,0
268,0.5,45.06,49.35,73563,145678,35964,13079,25638,39085,2518,34368,12866003.610491881,7389691.56812925,-5476312.042362631,25882.752293416575,0.0,0.0,0.0,0
269,0.5,45.06,49.35,83185,144455,36042,13098,24871,38176,2488,34344,12899057.087587249,7447626.235037196,-5451430.852550052,20848.522375667533,0.0,0.0,0.0,0
270,0.5,45.06,49.35,92550,143374,35920,13137,24123,37231,2458,34296,12943062.573187472,7469310.338930436,-5473752.234257036,21522.862820350358,0.0,0.0,0.0,0
271,0.5,45.06,49.35,102875,142291,35863,13144,23399,36378,2433,34266,12974732.538467875,7537061.030215868,-5437671.508252007,13715.852724205246,0.0,0.0,0.0,0
272,0.5,45.06,49.35,101724,141215,35809,13168,22749,35536,2402,34207,13026672.916948844,7554181.296239971,-5472491.620708873,20925.176393281803,0.0,0.0,0.0,0
273,0.5,45.06,49.35,99691,140886,35794,13215,22076,34657,2367,34167,13064189.11923974,7603103.22758697,-5461085.89165277,16286.739211085018,0.0,0.0,0.0,0
274,0.5,45.06,49.35,92684,145691,35718,13257,21385,33415,2757,34121,13116123.039859766,7633463.849496088,-5482659.190363678,9811.750602009077,0.0,0.0,0.0,0
275,0.5,45.06,49.35,86986,149223,35700,13282,20772,32354,2980,34093,13155538.495705001,7671918.753568975,-5483619.742136026,36162.3832955039,0.0,0.0,0.0,0
276,0.5,45.06,49.35,80708,153297,35680,13319,20180,31417,3173,34047,13194740.493072264,7708472.717988109,-5486267.775084155,8675.703050979995,0.0,0.0,0.0,0
277,0.5,45.06,49.35,77660,154111,35702,13352,26280,30602,3176,34010,13368195.814028248,7753485.622078562,-5614710.191949686,15012.252220999399,0.0,0.0,0.0,0
278,0.5,45.06,49.35,76795,152920,35623,13401,25508,29861,3134,33966,13404890.13566816,7798164.895538911,-5606725.240129249,20423.984171142496,0.0,0.0,0.0,0
279,0.5,45.06,49.35,75894,151769,35520,13433,6270,47781,3083,33932,13442589.875032734,7842528.750268294,-5600061.124764441,14451.698892397033,0.0,0.0,0.0,0
280,0.5,45.06,49.35,75016,150606,35427,13451,6086,46609,3022,33901,13484890.924890926,7876905.303847296,-5607985.62104363,17340.35707339298,0.0,0.0,0.0,0
281,0.5,45.06,49.35,85307,149348,35432,13478,5911,45475,2967,33871,13527313.978890304,7927761.161552538,-5599552.817337765,16096.598245692461,0.0,0.0,0.0,0
282,0.5,45.06,49.35,95170,148201,35408,13516,5717,44328,2921,33842,13565367.663272003,7973518.111975082,-5591849.5512969205,24088.302170739313,0.0,0.0,0.0,0
283,0.5,45.06,49.35,104709,146984,35444,13554,5551,43209,2872,33792,13608603.052010953,7993775.563439642,-5614827.488571311,21564.318634377865,0.0,0.0,0.0,0
284,0.5,45.06,49.35,103508,145831,35419,13557,5401,42164,2838,33763,13648616.784391407,8075969.292211227,-5572647.49218018,10892.411537777776,0.0,0.0,0.0,0
285,0.5,45.06,49.35,101408,145694,35337,13576,5246,41157,2798,33696,13701929.74655921,8080706.511855672,-5621223.234703538,23238.389638932324,0.0,0.0,0.0,0
286,0.5,45.06,49.35,93956,150720,35288,13588,5091,40025,2853,33676,13736298.685299963,8154022.116890956,-5582276.568409007,20188.841244332187,0.0,0.0,0.0,0
287,0.5,45.06,49.35,87940,154454,35225,13623,4964,38978,2900,33620,13796257.138849154,8157614.794249804,-5638642.34459935,26726.947187515754,0.0,0.0,0.0,0
288,0.5,45.06,49.35,81325,158819,35188,13637,4823,38045,2919,33589,13822459.377526373,8225173.7091239365,-5597285.668402436,17071.679677345146,0.0,0.0,0.0,0
289,0.5,45.06,49.35,78052,159822,35203,13670,31972,37112,2886,33527,14009319.985221384,8245957.0601347815,-5763362.925086603,19817.434221361207,0.0,0.0,0.0,0
290,0.5,45.06,49.35,77146,158476,35206,13698,31036,36252,2855,33503,14026187.21369977,8313363.829044781,-5712823.384654989,9553.616909584038,0.0,0.0,0.0,0
291,0.5,45.06,49.35,76248,157267,35165,13748,25713,39756,2822,33447,14082768.380794624,8350306.91235853,-5732461.468436094,21089.13007382542,0.0,0.0,0.0,0
292,0.5,45.06,49.35,75367,155990,35167,13758,24959,38846,2789,33421,14105389.08141199,8419516.243784936,-5685872.837627053,12460.059922778371,0.0,0.0,0.0,0
293,0.5,45.06,49.35,86035,154792,35137,13798,24231,37912,2752,33365,14158253.427882705,8468724.600390818,-5689528.827491887,22210.088216023047,0.0,0.0,0.0,0
294,0.5,45.06,49.35,96423,153505,35161,13821,23533,37041,2723,33327,14201033.909245307,8510581.801120058,-5690452.108125249,31199.641228238295,0.0,0.0,0.0,0
295,0.5,45.06,49.35,106377,152289,35132,13862,22839,36169,2702,33276,14241746.813753517,8566773.736499349,-5674973.077254169,16913.462512625363,0.0,0.0,0.0,0
296,0.5,45.06,49.35,105113,151098,35143,13876,22162,35318,2653,33229,14288424.068207916,8584042.180922586,-5704381.887285329,14717.99444622558,0.0,0.0,0.0,0
297,0.5,45.06,49.35,103006,150599,35316,13893,21561,34509,2618,33203,14322219.953766953,8642665.393148549,-5679554.560618404,13303.866083155039,0.0,0.0,0.0,0
298,0.5,45.06,49.35,96043,154954,35427,13913,20911,33299,3006,33170,14374543.453635897,8662609.984692916,-5711933.468942981,14467.678524444444,0.0,0.0,0.0,0
299,0.5,45.06,49.35,89917,158715,35456,13958,20300,32241,3240,33144,14409186.395746548,8735252.310573418,-5673934.08517313,21973.67742700783,0.0,0.0,0.0,0
300,0.5,45.06,49.35,82835,163374,35502,13982,19776,31281,3425,33091,14458564.865014996,8753561.88025237,-5705002.984762626,26391.165796002646,0.0,0.0,0.0,0
301,0.5,45.06,49.35,79462,164317,35648,13975,25761,30508,3442,33057,14635149.859725002,8823454.11562878,-5811695.744096221,20112.963092495756,0.0,0.0,0.0,0
302,0.5,45.06,49.35,78541,162720,35862,13992,25006,29829,3387,33015,14683683.632461986,8858861.56717954,-5824822.065282445,23324.058415835938,0.0,0.0,0.0,0
303,0.5,45.06,49.35,77601,161017,36189,14004,6120,47375,3329,32983,14711759.86066722,8918309.5552497,-5793450.305417519,4972.712351080031,0.0,0.0,0.0,0
304,0.5,45.06,49.35,76702,159584,36314,14008,5927,46226,3283,32939,14755108.03101576,8934771.398266172,-5820336.632749587,21314.59278957055,0.0,0.0,0.0,0
305,0.5,45.06,49.35,86559,158156,36418,14013,5783,45065,3245,32916,14790453.925185347,9007826.144105084,-5782627.781080263,20067.938650261225,0.0,0.0,0.0,0
306,0.5,45.06,49.35,97260,156852,36415,14026,5611,43918,3209,32862,14841253.197302625,9033070.890139954,-5808182.30716267,10249.49072,0.0,0.0,0.0,0
307,0.5,45.06,49.35,107729,155438,36527,14054,5426,42850,3168,32830,14862629.467754655,9101761.459730927,-5760868.008023728,18625.986120672755,0.0,0.0,0.0,0
308,0.5,45.06,49.35,106525,154149,36595,14072,5269,41838,3133,32781,14921368.974009274,9124433.378983006,-5796935.595026268,19099.452586666666,0.0,0.0,0.0,0
309,0.5,45.06,49.35,104445,153814,36511,14080,5126,40824,3100,32762,14949524.147058794,9173961.693797367,-5775562.453261428,16286.69039220194,0.0,0.0,0.0,0
310,0.5,45.06,49.35,97265,158576,36463,14084,4972,39732,3162,32726,14998824.84715084,9205919.562317278,-5792905.284833562,17829.7744640908,0.0,0.0,0.0,0
311,0.5,45.06,49.35,91320,161949,36564,14095,4823,38687,3193,32702,15018132.262787893,9262076.243297623,-5756056.01949027,8697.942365205656,0.0,0.0,0.0,0
312,0.5,45.06,49.35,84362,166529,36632,14131,4690,37681,3205,32661,15078954.089830555,9285576.368489608,-5793377.721340947,17927.242501095494,0.0,0.0,0.0,0
313,0.5,45.06,49.35,80943,167479,36569,14138,31104,36767,3176,32639,15235003.249081878,9347319.115964094,-5887684.133117784,10321.213455353536,0.0,0.0,0.0,0
314,0.5,45.06,49.35,80068,166000,36728,14154,30183,35887,3137,32593,15281078.127045192,9376707.0069128,-5904371.120132392,14024.840950282056,0.0,0.0,0.0,0
315,0.5,45.06,49.35,79180,164296,37007,14175,24996,39326,3085,32556,15306275.645858485,9438084.982566537,-5868190.663291948,22788.13585277756,0.0,0.0,0.0,0
316,0.5,45.06,49.35,78275,162775,37207,14223,24246,38390,3047,32525,15355540.515710961,9491161.800760379,-5864378.714950582,29556.107002044377,0.0,0.0,0.0,0
317,0.5,45.06,49.35,88575,161152,37415,14241,23536,37489,3002,32490,15396820.732743356,9534869.82231196,-5861950.910431396,21236.345231499447,0.0,0.0,0.0,0
318,0.5,45.06,49.35,98575,159822,37379,14264,22850,36589,2952,32465,15442577.173690408,9562996.52874454,-5879580.644945869,14230.24420096707,0.0,0.0,0.0,0
319,0.5,45.06,49.35,109396,158526,37300,14310,22155,35749,2900,32435,15469904.552653925,9614174.762421766,-5855729.790232159,14437.58214269864,0.0,0.0,0.0,0
320,0.5,45.06,49.35,108142,157283,37299,14348,21497,34944,2862,32397,15519899.752711656,9651284.517624682,-5868615.235086974,13737.306617379592,0.0,0.0,0.0,0
321,0.5,45.06,49.35,105895,156891,37371,14396,20874,34169,2823,32375,15553821.967393044,9705682.022202428,-5848139.945190616,21320.57336751435,0.0,0.0,0.0,0
322,0.5,45.06,49.35,98439,161772,37485,14413,20245,32940,3231,32339,15591473.140555825,9746375.776377069,-5845097.364178756,4344.41897844267,0.0,0.0,0.0,0
323,0.5,45.06,49.35,92430,165368,37434,14441,19672,31889,3477,32315,15626952.569815887,9795911.287114397,-5831041.28270149,23588.54530084746,0.0,0.0,0.0,0
324,0.5,45.06,49.35,85606,169802,37365,14458,19102,30892,3655,32275,15682700.265371833,9830536.12731282,-5852164.138059013,18438.05411679404,0.0,0.0,0.0,0
325,0.5,45.06,49.35,82272,170484,37477,14480,24907,30103,3640,32239,15843449.388694873,9870602.013994735,-5972847.374700138,13887.303441173692,0.0,0.0,0.0,0
326,0.5,45.06,49.35,81335,168844,37677,14503,24204,29380,3595,32198,15881760.06208431,9929912.324418785,-5951847.737665525,18127.10257297417,0.0,0.0,0.0,0
327,0.5,45.06,49.35,80361,167118,37952,14552,6028,46152,3548,32162,15934432.008912941,9964693.953968706,-5969738.054944236,23467.886986593476,0.0,0.0,0.0,0
328,0.5,45.06,49.35,79407,165678,38066,14582,5847,44976,3508,32129,15960952.695011184,10013681.863669008,-5947270.831342176,10012.849501726256,0.0,0.0,0.0,0
329,0.5,45.06,49.35,90158,164211,38156,14636,5677,43919,3455,32090,16016852.034045571,10034095.46548823,-5982756.568557341,26990.08259963044,0.0,0.0,0.0,0
330,0.5,45.06,49.35,100611,162841,38142,14659,5523,42871,3410,32064,16042463.84448202,10118192.099204315,-5924271.745277705,17972.949513484553,0.0,0.0,0.0,0
331,0.5,45.06,49.35,110765,161644,38121,14687,5373,41849,3352,32011,16102505.805172294,10158519.38283203,-5943986.422340265,26974.902281046656,0.0,0.0,0.0,0
332,0.5,45.06,49.35,109477,160291,38103,14705,5202,40845,3310,31980,16125438.820053948,10208095.195373068,-5917343.62468088,23022.831255477897,0.0,0.0,0.0,0
333,0.5,45.06,49.35,107169,160089,38067,14762,5041,39869,3276,31946,16177734.444668705,10242966.257833336,-5934768.186835369,16181.479013101442,0.0,0.0,0.0,0
334,0.5,45.06,49.35,99378,165388,38035,14780,4905,38813,3312,31906,16218652.16122303,10290816.70992668,-5927835.45129635,19464.23152167906,0.0,0.0,0.0,0
335,0.5,45.06,49.35,93011,169305,38027,14788,4764,37852,3332,31864,16255369.508168666,10323766.57233731,-5931602.935831355,8901.349541103875,0.0,0.0,0.0,0
336,0.5,45.06,49.35,86008,173786,38059,14817,4608,36857,3359,31835,16292019.991908174,10386693.880274167,-5905326.111634007,19503.149745622843,0.0,0.0,0.0,0
337,0.5,45.06,49.35,82610,174541,38133,14863,30351,35935,3331,31782,16468037.726832619,10430801.951155016,-6037235.775677603,16270.499413073829,0.0,0.0,0.0,0
338,0.5,45.06,49.35,81693,172819,38407,14885,29420,35123,3290,31742,16511913.232284809,10500379.436025577,-6011533.796259232,27420.61182439398,0.0,0.0,0.0,0
339,0.5,45.06,49.35,80743,171239,38618,14893,24327,38529,3258,31696,16561625.98571536,10524140.002774755,-6037485.982940605,13410.634765054394,0.0,0.0,0.0,0
340,0.5,45.06,49.35,79821,169685,38719,14945,23599,37652,3222,31665,16601151.86477651,10588696.174215522,-6012455.690560989,21630.54203519789,0.0,0.0,0.0,0
341,0.5,45.06,49.35,90947,168041,38962,14977,22917,36716,3181,31622,16657288.045106078,10635751.782497915,-6021536.262608163,28771.32936955499,0.0,0.0,0.0,0
342,0.5,45.06,49.35,101920,166734,38838,15055,22261,35837,3143,31570,16707226.046207344,10692128.521955164,-6015097.52425218,30841.130934382963,0.0,0.0,0.0,0
343,0.5,45.06,49.35,112579,165369,38836,15091,21635,34952,3109,31537,16744147.438673666,10742717.27178261,-6001430.166891055,17429.76214157307,0.0,0.0,0.0,0
344,0.5,45.06,49.35,111297,163999,38815,15119,21057,34158,3069,31495,16791485.72690055,10772179.250238067,-6019306.476662485,16946.825281119243,0.0,0.0,0.0,0
345,0.5,45.06,49.35,109165,163622,38852,15116,20450,33346,3040,31469,16828887.651674826,10838297.528949913,-5990590.122724913,11538.627882788041,0.0,0.0,0.0,0
346,0.5,45.06,49.35,101732,168328,38903,15132,19856,32139,3477,31425,16881951.56861618,10890401.768632773,-5991549.799983408,29215.786317210728,0.0,0.0,0.0,0
347,0.5,45.06,49.35,95285,172199,38881,15133,19292,31121,3725,31405,16928199.711414248,10955442.55886874,-5972757.152545508,19562.22014868687,0.0,0.0,0.0,0
348,0.5,45.06,49.35,87870,176979,38921,15156,18782,30166,3894,31358,16970067.27896845,10979910.400386507,-5990156.878581943,23880.44899493108,0.0,0.0,0.0,0
349,0.5,45.06,49.35,84352,177751,39144,15174,24536,29447,3889,31331,17141361.35819762,11031081.673792958,-6110279.68440466,13594.33807419039,0.0,0.0,0.0,0
350,0.5,45.06,49.35,83371,175995,39322,15203,23852,28812,3840,31291,17182350.988887347,11046691.888521576,-6135659.100365771,15331.95718026128,0.0,0.0,0.0,0
351,0.5,45.06,49.35,82351,174096,39680,15226,5920,45444,3786,31278,17212231.66560671,11117030.830849519,-6095200.834757192,16687.105440493327,0.0,0.0,0.0,0
352,0.5,45.06,49.35,81339,172516,39812,15246,5741,44360,3741,31214,17272157.188367188,11144802.894852243,-6127354.293514945,32047.779978463215,0.0,0.0,0.0,0
353,0.5,45.06,49.35,91843,170976,39893,15270,5589,43230,3690,31189,17295652.848905712,11215445.349674135,-6080207.499231577,9089.477496384645,0.0,0.0,0.0,0
354,0.5,45.06,49.35,103117,169580,39898,15308,5420,42165,3662,31138,17359649.713858813,11271730.61855072,-6087919.095308093,28951.529268409628,0.0,0.0,0.0,0
