cycle,investor_percent_share,exotic_price_per_bdft,native_price_per_bdft,length(trees where ((each.type = NATIVE) and (each.state = SEEDLING))),length(trees where ((each.type = NATIVE) and (each.state = SAPLING))),length(trees where ((each.type = NATIVE) and (each.state = POLE))),length(trees where ((each.type = NATIVE) and (each.state = ADULT))),length(trees where ((each.type = EXOTIC) and (each.state = SEEDLING))),length(trees where ((each.type = EXOTIC) and (each.state = SAPLING))),length(trees where ((each.type = EXOTIC) and (each.state = POLE))),length(trees where ((each.type = EXOTIC) and (each.state = ADULT))),management_running_cost,ITP_running_earning,net_running_earning,partners_earning,independent_earning,investor_total_profit,total_investment_cost,total_investments
139,0.5,135.18,148.05,81027,77243,37338,10331,5309,38378,7336,34502,14241400.40543311,11464059.84155013,-2777340.5638829805,5864.568973302254,0.0,493442.5003226652,2344855.0499999993,30
140,0.5,135.18,148.05,80053,76599,37373,10337,5136,37419,6806,34972,14309046.251835462,11552468.333892278,-2756577.9179431833,10956.667802406757,0.0,493442.5003226652,2344855.0499999993,30
141,0.5,135.18,148.05,78341,76654,37396,10378,4988,36481,6369,35342,14380934.76178109,11582256.152257849,-2798678.6095232423,16978.158091465,0.0,493442.5003226652,2344855.0499999993,30
142,0.5,135.18,148.05,72345,81190,37330,10386,4848,35616,6143,35513,14458467.509332981,11722874.723606901,-2735592.7857260797,19233.039174385503,0.0,493442.5003226652,2344855.0499999993,30
143,0.5,135.18,148.05,67698,84477,37262,10387,4723,34813,6079,35491,14557015.516583407,11760383.472211316,-2796632.044372091,32478.60937336182,0.0,493442.5003226652,2344855.0499999993,30
144,0.5,135.18,148.05,62588,87960,37310,10390,4580,33960,6050,35458,14633734.470655842,11901372.10118817,-2732362.369467672,20398.18247330225,0.0,493442.5003226652,2344855.0499999993,30
145,0.5,135.18,148.05,60120,88864,37371,10383,31936,33116,6012,35418,14877258.846080305,11985559.893554397,-2891698.952525908,38634.94904111111,0.0,493442.5003226652,2344855.0499999993,30
146,0.5,135.18,148.05,59440,87934,37539,10383,31014,32285,5988,35381,14956429.90140238,12066475.900141638,-2889954.0012607425,36970.61699155633,0.0,493442.5003226652,2344855.0499999993,30
147,0.5,135.18,148.05,58771,87188,37592,10391,25915,35705,5960,35340,15045814.989859883,12168054.617693368,-2877760.3721665144,35110.67184803729,0.0,493442.5003226652,2344855.0499999993,30
148,0.5,135.18,148.05,58040,86381,37605,10413,25197,34815,5735,35500,15132083.156752149,12199852.28053381,-2932230.8762183394,23545.39480625133,0.0,493442.5003226652,2344855.0499999993,30
149,0.5,135.18,148.05,67078,85798,37548,10440,24420,33999,5359,35822,15228331.032716993,12355078.846166097,-2873252.1865508966,33421.73582884848,0.0,493442.5003226652,2344855.0499999993,30
150,0.5,135.18,148.05,75664,85202,37466,10470,23693,33156,5169,35919,15318110.870785397,12391555.802525805,-2926555.0682595912,21227.942049570276,0.0,493442.5003226652,2344855.0499999993,30
151,0.5,135.18,148.05,83498,84489,37494,10478,22984,32333,5022,36002,15386359.214285135,12489063.31776627,-2897295.8965188656,20164.94881515794,0.0,493442.5003226652,2344855.0499999993,30
152,0.5,135.18,148.05,82556,83844,37467,10498,22297,31572,4991,35963,15481262.3386524,12569605.5215485,-2911656.8171039,25913.803302638735,0.0,493442.5003226652,2344855.0499999993,30
153,0.5,135.18,148.05,81131,83802,37340,10528,21642,30809,4941,35936,15559821.817911254,12662270.351057798,-2897551.4668534566,20519.56918142876,0.0,493442.5003226652,2344855.0499999993,30
154,0.5,135.18,148.05,76172,87202,37225,10578,21020,30052,4916,35895,15644465.788993342,12721428.644985605,-2923037.144007737,19805.07819795549,0.0,493442.5003226652,2344855.0499999993,30
155,0.5,135.18,148.05,71242,90508,37225,10580,20407,29304,4887,35857,15728180.874807917,12825049.361924632,-2903131.512883285,35920.03913889143,0.0,493442.5003226652,2344855.0499999993,30
156,0.5,135.18,148.05,65521,94607,37236,10599,19843,28601,4857,35789,15835689.80446464,12894902.157474037,-2940787.646990603,39603.51030124008,0.0,493442.5003226652,2344855.0499999993,30
157,0.5,135.18,148.05,62751,95751,37205,10609,25659,27903,4830,35746,16075831.906179294,12977177.560282344,-3098654.34589695,44477.903575353535,0.0,493442.5003226652,2344855.0499999993,30
158,0.5,135.18,148.05,62020,94887,37277,10653,24980,27281,4810,35687,16178629.910151796,13082449.55724383,-3096180.352907967,45206.59011794872,0.0,493442.5003226652,2344855.0499999993,30
159,0.5,135.18,148.05,61313,94206,37204,10677,5989,44944,4787,35648,16283811.06941624,13159229.880237615,-3124581.189178625,58639.06914515218,0.0,493442.5003226652,2344855.0499999993,30
160,0.5,135.18,148.05,60621,93604,37114,10706,5803,43843,4769,35607,16371914.63766018,13262022.741069054,-3109891.896591125,27717.506840067366,0.0,493442.5003226652,2344855.0499999993,30
161,0.5,135.18,148.05,67925,92725,37172,10712,5648,42745,4751,35556,16466679.490416266,13370407.36313206,-3096272.1272842064,35146.96667473088,0.0,493442.5003226652,2344855.0499999993,30
162,0.5,135.18,148.05,77078,91885,37238,10773,5477,41625,4726,35516,16558321.88754879,13492169.54900909,-3066152.338539699,31106.03588715172,0.0,493442.5003226652,2344855.0499999993,30
163,0.5,135.18,148.05,85759,91023,37317,10789,5319,40571,4671,35496,16633206.901653634,13542364.763794485,-3090842.137859149,24307.98547745376,0.0,493442.5003226652,2344855.0499999993,30
164,0.5,135.18,148.05,84737,90364,37289,10816,5141,39586,4593,35506,16710948.311028363,13717608.88189128,-2993339.429137083,31156.19543005259,0.0,493442.5003226652,2344855.0499999993,30
165,0.5,135.18,148.05,83061,90389,37262,10827,4971,38604,4564,35457,16799130.343032137,13750241.725939415,-3048888.617092721,25585.855353653416,0.0,493442.5003226652,2344855.0499999993,30
166,0.5,135.18,148.05,77489,94345,37172,10861,4839,37597,4523,35424,16867697.622259196,13902564.227534978,-2965133.394724218,15631.224457604083,0.0,493442.5003226652,2344855.0499999993,30
167,0.5,135.18,148.05,73003,97281,37110,10909,4710,36693,4466,35402,16961956.0922577,13934227.042437995,-3027729.049819706,21090.453777308165,0.0,493442.5003226652,2344855.0499999993,30
168,0.5,135.18,148.05,67599,100968,37066,10927,4579,35806,4092,35723,17011124.692386616,14069390.74774705,-2941733.9446395654,3199.3842990849676,0.0,493442.5003226652,2344855.0499999993,30
169,0.5,135.18,148.05,64772,102196,37049,10937,33339,34953,3956,35783,17231532.355033115,14170396.12106238,-3061136.233970735,17101.96241330225,0.0,493442.5003226652,2344855.0499999993,30
170,0.5,135.18,148.05,64044,101400,37014,10976,32343,34126,3757,35933,17298489.341451816,14251340.027216101,-3047149.314235715,20134.119020516806,0.0,493442.5003226652,2344855.0499999993,30
171,0.5,135.18,148.05,63284,100535,36977,11029,27173,37557,3705,35933,17369934.21661599,14326235.519933525,-3043698.6966824643,14886.987537142671,0.0,493442.5003226652,2344855.0499999993,30
172,0.5,135.18,148.05,62569,99798,36923,11045,26409,36649,3690,35886,17446403.328230444,14423980.310556559,-3022423.0176738854,10736.02715944624,0.0,493442.5003226652,2344855.0499999993,30
173,0.5,135.18,148.05,70939,98973,36917,11059,25647,35795,3649,35861,17514272.19941,14504871.535103936,-3009400.664306063,7897.94687345766,0.0,493442.5003226652,2344855.0499999993,30
174,0.5,135.18,148.05,78457,98206,36922,11074,24883,35004,3606,35839,17587296.405833054,14597293.24849749,-2990003.1573355645,23919.136712524192,0.0,493442.5003226652,2344855.0499999993,30
175,0.5,135.18,148.05,87715,97407,36923,11089,24164,34130,3555,35821,17655805.477090497,14640218.251534773,-3015587.2255557235,14054.595447283893,0.0,493442.5003226652,2344855.0499999993,30
176,0.5,135.18,148.05,86698,96635,36878,11120,23445,33344,3503,35830,17724734.458836637,14774989.203173002,-2949745.255663635,9228.320713100231,0.0,493442.5003226652,2344855.0499999993,30
177,0.5,135.18,148.05,84958,96611,36858,11133,22754,32595,3477,35791,17798611.53303582,14805317.923278637,-2993293.6097571813,15358.202629179706,0.0,493442.5003226652,2344855.0499999993,30
178,0.5,135.18,148.05,78893,100898,36831,11139,22112,31459,3805,35768,17887878.052562572,14980791.962701248,-2907086.089861324,43278.30444876026,0.0,493442.5003226652,2344855.0499999993,30
179,0.5,135.18,148.05,74233,103812,36878,11161,21479,30419,4065,35713,17995450.410076857,15023729.449821595,-2971720.9602552615,35857.387462475504,0.0,493442.5003226652,2344855.0499999993,30
180,0.5,135.18,148.05,69057,107135,36857,11192,20871,29543,4257,35680,18099085.70203336,15127799.049865544,-2971286.6521678157,56199.247732770295,0.0,493442.5003226652,2344855.0499999993,30
181,0.5,135.18,148.05,66592,107930,36785,11201,26762,28826,4269,35635,18356574.444031917,15203587.641903406,-3152986.8021285105,53856.1784712621,0.0,493442.5003226652,2344855.0499999993,30
182,0.5,135.18,148.05,65761,107030,36764,11207,25986,28140,4244,35590,18452988.088678174,15290002.98849479,-3162985.1001833845,45431.37843737294,0.0,493442.5003226652,2344855.0499999993,30
183,0.5,135.18,148.05,65010,106060,36845,11223,6085,46667,4213,35557,18543184.94797518,15388621.77136287,-3154563.176612312,27918.94870333333,0.0,493442.5003226652,2344855.0499999993,30
184,0.5,135.18,148.05,64255,105105,36923,11237,5894,45465,4181,35521,18625421.22693577,15462668.432834443,-3162752.7941013277,21409.348777515603,0.0,493442.5003226652,2344855.0499999993,30
185,0.5,135.18,148.05,73263,104490,36779,11252,5733,44376,4142,35506,18707806.375717495,15563882.41657321,-3143923.959144285,37931.14916280932,0.0,493442.5003226652,2344855.0499999993,30
186,0.5,135.18,148.05,81795,103667,36742,11271,5584,43244,4092,35475,18788642.67759337,15572946.779311271,-3215695.8982820977,18271.938678175713,0.0,493442.5003226652,2344855.0499999993,30
187,0.5,135.18,148.05,89427,102794,36759,11299,5430,42149,4057,35440,18849415.038753312,15940019.544991339,-2909395.4937619735,33593.89229449569,0.0,1280050.3882277417,2344855.0499999993,30
188,0.5,135.18,148.05,88336,102038,36706,11317,5274,41109,4028,35388,19072409.50912166,17609030.1455035,-1463379.3636181615,17427.506865815667,0.0,1609805.7659114222,3751768.0799999987,48
189,0.5,135.18,148.05,86522,102074,36679,11342,5112,40122,4005,35338,19189989.739411604,17923589.805004276,-1266399.9344073273,33326.11510636384,0.0,1622865.27485933,3829929.9149999986,49
190,0.5,135.18,148.05,80079,106659,36654,11353,4995,39113,3879,35399,19298226.1122909,18028769.33325766,-1269456.77903324,26750.50492306464,0.0,1622865.27485933,3829929.9149999986,49
191,0.5,135.18,148.05,74916,110030,36633,11367,4863,38124,3634,35590,19366322.19471813,18181274.03740982,-1185048.1573083103,11681.084687851762,0.0,1622865.27485933,3829929.9149999986,49
192,0.5,135.18,148.05,69271,113917,36562,11401,4726,37218,3539,35638,19444524.038351614,18296015.425328627,-1148508.6130229868,19847.626756606274,0.0,1622865.27485933,3829929.9149999986,49
193,0.5,135.18,148.05,66494,114851,36567,11431,33516,36312,3387,35718,19666171.239624504,18474438.71761738,-1191732.5220071226,38749.14235488957,0.0,1622865.27485933,3829929.9149999986,49
194,0.5,135.18,148.05,65676,113821,36626,11433,32541,35496,3236,35792,19760169.8779355,18588995.777932074,-1171174.100003425,37840.55029759832,0.0,1648993.2579047626,3829929.9149999986,49
195,0.5,135.18,148.05,64937,112950,36626,11438,27272,39017,2928,36027,19851620.743989103,18826933.27150063,-1024687.4724884741,33099.08911180711,0.0,1668629.3460150054,3908091.7499999986,50
196,0.5,135.18,148.05,64205,112057,36578,11476,26448,38095,2869,36014,19951188.64139065,18954732.40815682,-996456.2332338318,20227.28785149634,0.0,1750701.5560138975,3908091.7499999986,50
197,0.5,135.18,148.05,73807,111239,36455,11527,25669,37134,2769,36049,20050896.75239025,19146833.381974377,-904063.3704158738,21301.06366782543,0.0,1828892.6934969763,4064415.4199999985,52
198,0.5,135.18,148.05,83012,110381,36412,11540,24898,36275,2725,36025,20152774.28110846,19445564.704174034,-707209.576934427,25049.524782090528,0.0,1872858.4644166885,4220739.089999999,54
199,0.5,135.18,148.05,91688,109434,36468,11539,24199,35437,2700,35966,20236907.440459985,19562040.776358556,-674866.6641014293,20571.056151841458,0.0,1872858.4644166885,4220739.089999999,54
200,0.5,135.18,148.05,90596,108450,36508,11576,23471,34625,2667,35926,20340422.82984261,19604241.913642626,-736180.9161999822,36326.27707333333,0.0,1880456.6028066801,4220739.089999999,54
201,0.5,135.18,148.05,88842,108120,36601,11614,22766,33794,2607,35929,20435780.976612408,19743312.20480276,-692468.7718096487,35851.75052313131,0.0,1916269.756920946,4298900.924999999,55
202,0.5,135.18,148.05,83162,111999,36514,11635,22095,32608,2985,35903,20547991.28068978,19933100.611955106,-614890.6687346734,46275.89352718679,0.0,1927640.9749252126,4377062.759999999,56
203,0.5,135.18,148.05,77880,115411,36515,11651,21439,31609,3227,35865,20665183.040648345,19966962.22411103,-698220.8165373132,48904.995225411934,0.0,1935025.6357055493,4377062.759999999,56
204,0.5,135.18,148.05,71735,119732,36444,11681,20820,30666,3404,35827,20771981.857058823,20098308.555999503,-673673.3010593206,36373.523819929665,0.0,1998949.380882755,4455224.594999999,57
205,0.5,135.18,148.05,68855,120909,36282,11736,26675,29921,3403,35784,21010562.322029542,20312494.870551225,-698067.4514783174,22588.605652246835,0.0,2048009.1027317068,4611548.264999999,59
206,0.5,135.18,148.05,68104,119888,36202,11756,25955,29236,3364,35746,21095984.7761628,20479001.65379772,-616983.1223650798,18620.007932759727,0.0,2074325.8634919699,4689710.099999999,60
207,0.5,135.18,148.05,67311,119010,36181,11755,6016,47734,3336,35700,21187302.659832716,20587944.1009089,-599358.5589238144,30097.321650417703,0.0,2074325.8634919699,4689710.099999999,60
208,0.5,135.18,148.05,66523,118070,36144,11777,5830,46613,3199,35772,21269568.97191987,20660337.02609751,-609231.9458223581,23723.093028987638,0.0,2074325.8634919699,4689710.099999999,60
209,0.5,135.18,148.05,74754,117118,36158,11799,5672,45424,2928,35963,21355727.842025705,20763947.450204708,-591780.391820997,29065.52160867001,0.0,2074325.8634919699,4689710.099999999,60
210,0.5,135.18,148.05,84370,116098,36175,11827,5524,44368,2853,35960,21435317.250387393,20818431.1190985,-616886.1312888935,24132.116096300462,0.0,2074325.8634919699,4689710.099999999,60
211,0.5,135.18,148.05,93683,115152,36178,11838,5357,43323,2738,36013,21505848.01791355,21040921.60146578,-464926.41644776985,18517.47665021577,0.0,2074325.8634919699,4689710.099999999,60
212,0.5,135.18,148.05,92617,114317,36155,11871,5183,42315,2655,35997,21606647.945637412,21083023.26263446,-523624.6830029525,25424.914960209953,0.0,2074325.8634919699,4689710.099999999,60
213,0.5,135.18,148.05,90772,114093,36164,11889,5024,41304,2613,35977,21669445.440128468,21195552.646617174,-473892.7935112938,16285.35621642509,0.0,2074325.8634919699,4689710.099999999,60
214,0.5,135.18,148.05,84615,118288,36158,11924,4865,40209,2642,35935,21754631.423320174,21285908.83634605,-468722.58697412536,18071.797901575737,0.0,2074325.8634919699,4689710.099999999,60
215,0.5,135.18,148.05,79581,121368,36124,11929,4713,39255,2655,35896,21831637.25132542,21313429.539579198,-518207.71174622327,19910.504128185556,0.0,2074325.8634919699,4689710.099999999,60
216,0.5,135.18,148.05,73574,125452,36104,11929,4589,38287,2653,35859,21905738.77249959,21447226.574188605,-458512.19831098616,12810.955951979373,0.0,2074325.8634919699,4689710.099999999,60
217,0.5,135.18,148.05,70481,126633,36072,11950,33605,37380,2628,35802,22121013.0207619,21490374.273815665,-630638.7469462343,24416.42895647393,0.0,2074325.8634919699,4689710.099999999,60
218,0.5,135.18,148.05,69688,125643,36015,11963,32656,36528,2603,35756,22198748.629516024,21601657.81625151,-597090.8132645153,30568.468593944846,0.0,2074325.8634919699,4689710.099999999,60
219,0.5,135.18,148.05,68876,124733,35904,11977,27530,39916,2570,35711,22278683.382529564,21665513.89620212,-613169.4863274433,12651.428858072497,0.0,2074325.8634919699,4689710.099999999,60
220,0.5,135.18,148.05,68019,123710,35889,11990,26737,38941,2553,35675,22358505.156023372,21785921.935183026,-572583.2208403461,25101.46574994697,0.0,2074325.8634919699,4689710.099999999,60
221,0.5,135.18,148.05,77091,122688,35887,12032,26004,38017,2526,35635,22449735.498062015,21879646.361061,-570089.1370010152,23578.403296902412,0.0,2074325.8634919699,4689710.099999999,60
222,0.5,135.18,148.05,85633,121720,35819,12070,25225,37087,2493,35609,22530594.661718965,21983026.27267913,-547568.3890398331,40926.58207918507,0.0,2074325.8634919699,4689710.099999999,60
223,0.5,135.18,148.05,95446,120713,35868,12094,24505,36202,2459,35565,22628996.800207857,22092585.06227118,-536411.7379366755,38733.85213619117,0.0,2074325.8634919699,4689710.099999999,60
224,0.5,135.18,148.05,94313,119663,35863,12100,23768,35363,2437,35524,22726399.257978354,22175851.4470536,-550547.8109247535,39441.09193929916,0.0,2074325.8634919699,4689710.099999999,60
225,0.5,135.18,148.05,92380,119492,35906,12133,23102,34552,2419,35492,22823029.950804852,22295168.764716364,-527861.1860884875,37460.834498888886,0.0,2074325.8634919699,4689710.099999999,60
226,0.5,135.18,148.05,85700,124095,35849,12151,22407,33410,2759,35452,22920486.63805164,22375139.204512045,-545347.4335395955,34102.041571949296,0.0,2074325.8634919699,4689710.099999999,60
227,0.5,135.18,148.05,80476,127307,35848,12173,21825,32361,2987,35422,22995015.897155184,22496667.725218724,-498348.17193645984,16003.550298372253,0.0,2074325.8634919699,4689710.099999999,60
228,0.5,135.18,148.05,74846,131007,35799,12173,21153,31388,3161,35380,23067615.072447695,22574024.11301494,-493590.95943275467,8653.125080541628,0.0,2074325.8634919699,4689710.099999999,60
229,0.5,135.18,148.05,72183,131721,35791,12192,27205,30629,3161,35350,23261363.512855954,22681119.02014509,-580244.492710866,9962.268417148525,0.0,2074325.8634919699,4689710.099999999,60
230,0.5,135.18,148.05,71311,130603,35790,12213,26417,29939,3114,35330,23330220.991182756,22763103.655491274,-567117.3356914818,13266.122239999999,0.0,2074325.8634919699,4689710.099999999,60
231,0.5,135.18,148.05,70467,129700,35650,12254,6280,48593,3041,35328,23420239.243675556,22808079.788439963,-612159.455235593,23636.393141622168,0.0,2074325.8634919699,4689710.099999999,60
232,0.5,135.18,148.05,69640,128589,35640,12268,6100,47405,2993,35311,23496505.069922965,22923091.626998596,-573413.4429243691,24510.66524868668,0.0,2074325.8634919699,4689710.099999999,60
233,0.5,135.18,148.05,79238,127567,35670,12281,5907,46215,2923,35320,23592409.266375363,23030228.256123472,-562181.0102518909,26504.022363214404,0.0,2074325.8634919699,4689710.099999999,60
234,0.5,135.18,148.05,88468,126419,35573,12325,5727,45084,2851,35322,23672172.90508962,23060556.44748353,-611616.4576060921,24170.683321061617,0.0,2074325.8634919699,4689710.099999999,60
235,0.5,135.18,148.05,97113,125493,35477,12371,5563,43953,2809,35306,23753928.26222902,23208085.070959676,-545843.1912693456,23425.021871862744,0.0,2074325.8634919699,4689710.099999999,60
236,0.5,135.18,148.05,96024,124459,35391,12402,5387,42899,2779,35255,23829653.99203702,23267905.883553963,-561748.1084830575,16944.921194444443,0.0,2074325.8634919699,4689710.099999999,60
237,0.5,135.18,148.05,94009,124260,35464,12420,5224,41852,2747,35238,23899096.418950595,23475270.38689384,-423826.0320567563,20212.69840833159,0.0,2074325.8634919699,4689710.099999999,60
238,0.5,135.18,148.05,87014,129091,35430,12441,5070,40714,2773,35199,23997320.984380726,23531418.990938272,-465901.99344245344,27759.744548479328,0.0,2074325.8634919699,4689710.099999999,60
239,0.5,135.18,148.05,81432,132721,35399,12464,4918,39653,2799,35174,24065503.022299625,23687743.527741704,-377759.49455792084,23267.376278275577,0.0,2074325.8634919699,4689710.099999999,60
240,0.5,135.18,148.05,75335,136786,35378,12485,4758,38621,2824,35131,24155792.972812355,23740233.427993804,-415559.54481855035,27537.33240464444,0.0,2074325.8634919699,4689710.099999999,60
